frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	22.17548	29.10361	43.30157	37.75004	29.97447	19.33842	41.73461	31.56433	143.62154	96.64609	54.31522	34.41911	52.70575	52.52153	76.52093	135.02075	9.49948	38.77218	48.63513	82.42901	29.60929	37.66081	71.52757	53.38825	76.1198	62.5319	60.31034	112.50791	72.38632	78.92877	48.921	123.32937	19.81769	33.39675	15.45896	41.28046	64.64962	43.51873	57.99006	23.98569	41.40009	82.3704	51.97669	41.24726	43.89846	32.51344	25.99088	44.67988	30.36234	88.80779	30.45534	38.16113	65.67097	56.59725	8.00326	39.59093	27.62418	40.31341	59.85973	47.74438	66.68627	60.23897	41.60946	55.13526	32.61547	74.02077	51.23427	86.01693	89.64164	112.29459	73.35593	45.95349	45.48753	52.69149	27.99488	31.01968	92.60571	41.56701	47.63156	54.39906	32.9099	77.6279	45.48783	86.29083	38.16986	43.24393	30.5494	66.84048	42.16551	67.54868	35.88606	40.59362	33.37255	46.8461	35.54019	62.14095	59.32149	55.66106	40.05891	81.21892	84.5218	41.69143	37.1521	127.64279	93.2504	34.45568	30.57824	22.89003	35.37802	52.83765	36.38868	36.65837	39.25775	36.60294	30.47453	51.13401	26.38961	93.12368	28.02721	35.49804	53.64882	56.85209	9.46651	42.76258	23.56945	49.89073	24.77536	47.56177	40.242	58.61311	42.20005	42.44383	30.8728	54.861	50.43072	95.25165	129.07378	96.63818	52.83309	44.63975	47.01164	55.1273	28.59662	35.62341	75.47234	41.0879	67.58588	72.3151	28.83266	74.85966	45.28268	59.36318	29.06552	28.38849	33.55316	44.2364	41.44141	62.00965	28.17985	35.53312	33.475	35.21012	36.47055	56.17418	62.4669	57.39162	41.30107	48.53154	76.43205	25.11747	45.96699	122.5168	63.16855	32.34486	44.66379
30	60	2378.96181	2451.3725	3452.9685	4384.126	4654.50132	3481.67227	4548.9562	3430.15856	4602.91632	3830.35086	3875.75739	3771.18026	3267.43379	4443.88679	4803.75389	4352.70116	3655.68252	2869.61691	2584.07639	2288.65031	3609.52583	4429.44942	4450.99072	3495.22406	4749.88965	4015.03367	3378.66325	3476.86647	4822.05758	4071.2329	2825.59561	5647.55174	3093.65437	2892.61577	2832.30636	2260.6599	2473.47869	4862.06428	4502.64271	4522.77667	4813.49125	3589.96137	3768.0801	4082.24208	3644.68161	4186.18526	3821.80397	4210.76961	4478.31199	4857.26674	3694.84591	3596.61064	3606.68214	4565.9564	4357.50042	4400.18761	4769.5001	3595.11891	4740.51188	3912.90239	4253.15595	4760.11573	4513.07267	4317.59925	3806.96101	4566.80023	4412.38734	4450.44749	3238.19813	6095.78074	4758.16981	4681.62643	4524.95105	4580.99271	5002.54544	3735.16703	4014.99856	4128.75588	3786.07582	4919.77324	4164.92821	4473.02645	4688.24351	4753.82848	4283.18267	3856.70846	4106.70135	4770.84386	4210.73231	4973.7839	5631.38613	4028.38841	5397.24916	4171.56633	4453.666	5156.04373	4679.01421	4362.33837	3427.54151	4906.9284	4324.4849	4719.40856	3783.52707	6740.2158	4367.13833	3080.67682	2524.87622	3308.23932	4353.73708	2850.85979	2925.93298	3278.03068	2889.64323	2676.54219	3306.11088	3242.48502	3767.98103	3944.94419	3291.83849	3714.65159	2918.70164	3477.65116	4148.67519	3533.63849	3480.86495	3390.38598	2812.62197	3151.62019	3306.81893	2977.54365	3276.21299	3305.38328	3328.45744	3495.57001	3269.29255	4367.30038	2860.6957	5154.82042	3294.45081	3284.36119	2669.84824	3355.39681	4838.06218	3163.11782	2949.2424	3505.0964	3213.64417	3459.62202	3614.20728	3471.8944	3939.42609	3477.04393	3862.49309	3170.995	3252.82786	3166.66981	3909.10905	3671.58318	4135.15459	3647.66416	3494.60687	3244.03162	3488.33588	3191.69626	3435.60154	3575.23823	3183.42976	3759.25151	2885.55917	4583.38191	3059.47271	5448.16614	3186.44448	2262.77522	2171.69783
60	90	7263.91297	10397.56482	11330.94329	14296.67704	14741.48062	12881.18548	15370.6185	10941.77265	12715.03365	10254.89577	12271.15561	11975.29676	12308.33394	12625.21376	14850.57424	12576.37473	11854.72087	8951.03009	7443.87703	9501.12513	12096.89693	14753.70617	14688.92584	12284.78235	14535.18101	11271.32537	11847.21308	10628.34661	12412.34929	12859.3804	9294.31555	9171.2418	7344.82354	8453.2827	7389.16012	7673.02517	6821.10701	13755.30267	14994.48829	14531.13023	15506.88597	10901.0104	12622.46351	13391.50584	12267.46764	14242.51292	13198.7236	13441.54368	14951.3331	15372.99224	11949.28771	11258.70629	11903.92722	14955.36716	13110.41611	14173.66863	15755.24943	11581.04537	14620.06308	13485.02029	13812.8053	15443.30269	14818.24016	14025.19059	12167.39864	13493.44446	13598.724	14862.88362	9866.73086	18141.52538	13730.60512	14463.53639	13552.67182	14671.22813	16518.50663	10748.47254	12732.42275	13470.17307	12924.85784	14895.17993	13722.42765	14336.56754	15377.09085	14686.90869	13560.83982	12121.93309	13303.1068	14834.60177	14430.72687	15179.37945	16667.82958	12284.03956	17045.1043	13182.05373	14356.59354	15644.86974	15414.36525	14310.95859	11554.08435	14284.9882	13971.61031	15231.35446	11188.16843	18516.10752	13433.77959	9529.74828	8759.9973	11116.72707	13685.8579	10846.45149	10185.78496	11071.24887	9420.9497	8597.67315	11969.08456	11122.48582	12281.90865	13308.98308	11319.27022	10811.57616	9199.73885	11958.57218	12990.851	11168.11612	11343.02609	10835.55987	8187.8484	10372.24147	10062.84116	8931.67415	10555.70519	10948.35026	10352.81471	10487.62008	10652.15816	15839.79518	9306.95971	15746.62425	10551.09922	10459.39877	8231.88139	10985.1655	15820.45971	10422.91093	9721.2549	11542.39921	10473.02279	10123.21211	12294.72751	10706.59681	13041.16969	10836.68557	12203.84262	11305.10299	10601.7965	10852.36179	13766.92565	11978.71752	13378.1514	11540.49958	10198.68647	10024.33019	11270.61863	9249.3811	11038.4075	11339.54908	10668.40835	11842.91073	10169.70043	15977.31541	9816.52399	16304.87288	9926.20976	6972.32588	7098.08898
90	120	11336.13439	15896.11906	19293.74222	24497.65523	25203.05836	19901.79244	26076.27716	18958.56878	21884.66476	17613.20613	20368.28613	19935.7712	18558.89717	22395.30007	23832.75463	20830.08358	18581.07553	13489.81716	12928.49255	14729.97815	19931.77412	24908.08582	25644.3039	21638.3636	26100.62757	19525.30194	18821.80864	16549.03565	22772.94259	20641.64219	15676.06727	11255.27823	11638.90382	13588.43511	12057.33118	10637.8066	11651.59925	25339.42385	24759.53358	24865.92107	26939.17927	18382.42379	21547.03222	22391.8004	20710.39651	22510.43443	22951.3081	22223.61557	25254.87581	25839.53639	20564.90474	18911.43583	19921.52123	24534.37533	23116.0432	24828.9785	27558.01836	19722.77864	25030.44985	21996.28881	23486.80885	24950.45703	25398.62171	23954.70832	21204.36858	22748.82454	22646.16597	24984.79426	18336.4	30688.44342	21883.07573	23680.39102	22446.82644	24808.33813	27209.02195	17821.38468	21523.80891	22115.90016	21344.58835	24601.02061	23307.81772	23309.62331	25093.85509	23415.69858	22564.58356	20536.02436	21875.86347	24322.72799	23982.25866	26453.88441	29454.33076	20888.2695	26708.34342	21925.18688	23990.58527	23917.84217	25632.59456	23629.3723	19773.88441	23509.10103	22627.11275	25621.81382	19141.78093	30058.38622	22701.41394	16698.69544	13690.65243	18520.43408	24031.22485	18990.96236	17117.36826	18979.34042	16720.60279	14177.99197	20595.47416	18771.38766	21231.93034	22482.15542	20182.17559	19381.08276	15628.14541	19065.19519	22155.09741	20190.37565	19858.75865	19450.14848	14935.78013	17448.88227	16717.03435	15761.76142	18367.64851	18891.85121	18480.43178	18305.51027	18005.59221	25527.8977	18751.37682	27895.75681	17649.15947	16920.75988	13553.75857	18481.41112	26274.5908	16852.32964	16786.22969	19784.33862	17683.75175	16023.87769	21225.05373	18055.97942	21674.9517	17593.83202	20607.84753	18636.97514	18050.15985	17973.45825	23023.61004	20472.36046	23089.44415	19869.97984	16532.11916	16961.2974	18930.82061	15071.18158	18612.65619	19080.90784	18303.35189	20163.51837	16405.16742	25729.07012	16411.29949	27626.53984	17352.38606	11407.67572	11941.17195
120	150	16141.08082	21715.16556	27332.46682	33966.15582	35117.49493	29731.10662	36722.05007	27349.22582	30464.23572	24631.544	28332.21634	26816.17955	25147.32353	28722.38051	30404.01137	28852.58731	26885.70329	19677.38292	16887.70677	20093.30327	28085.33226	34722.28944	37045.9273	30668.23622	35653.54879	27314.54641	27747.28127	25078.07162	31260.98677	30220.91791	21104.5585	14753.16541	18955.43847	18606.41013	17611.2231	15430.14545	15913.37849	33805.54445	32333.3195	34900.63977	37575.07775	23083.76613	31297.32305	32193.58666	29959.16262	32008.09517	32579.36394	30840.4809	36877.34223	34784.52608	29235.6921	25578.74543	28274.91416	34585.96128	30747.075	33751.97798	39078.93324	27939.79589	35275.86133	31983.49448	33124.09721	33268.12296	35815.4965	33010.003	29923.3183	31163.26404	31573.21343	35140.75564	24223.55069	41028.57554	30419.31465	33754.01874	30133.55005	35176.32553	37151.8463	25106.54302	30569.22419	31056.52256	30150.96931	33992.96987	32835.67631	32460.4512	35763.21765	32929.29423	32485.04929	28306.96183	29935.66657	34551.37367	33966.80629	35509.19929	42149.87985	28681.33473	36558.43441	31446.68139	33528.58195	33601.6315	36769.73693	32836.18901	27854.63096	32699.90327	32292.90992	37231.66999	26924.67337	41743.73059	30853.97766	23118.27589	19239.38054	25713.94173	34441.02409	25370.22289	25459.91936	27447.12652	23348.22783	20601.15828	28906.7893	26330.03906	31255.8836	31335.701	28261.64738	25085.10411	22867.23934	28023.31214	31855.62342	26872.79237	28326.89103	26639.30975	19862.50358	24628.37554	23504.84753	22331.84234	25437.77417	25880.91345	25672.6949	25073.06786	25418.35165	38488.61958	23771.64476	36814.04404	24623.71551	23673.40013	18443.22903	25371.31957	36142.47996	23846.07171	23465.55119	26499.71859	25183.26736	23186.00685	29285.50493	25996.78283	30829.28003	25617.28947	29258.21385	26565.33772	25046.04704	25541.74995	33282.68638	28255.76697	32758.79966	27756.83922	23948.69973	24647.03596	26661.80169	21961.07627	26922.327	26359.39145	25188.88566	27316.88505	23885.24707	38578.55577	24742.87693	39005.66526	24091.50924	16427.00974	16886.64869
150	180	18108.25404	24874.893	30791.6251	38151.78681	37507.97097	33949.98888	41170.37864	30618.23989	32820.12749	26705.52017	31599.80161	29039.04055	28067.4658	29192.22546	36424.47122	32147.12621	28682.73438	21398.01621	17840.49325	22643.59945	31167.6132	38303.35396	40020.61483	33991.48941	41406.15267	32361.76441	28872.81942	27208.08844	33178.9361	31816.34136	20838.17969	15842.82611	19468.13936	20094.68558	18595.64727	17418.13606	19141.24675	35910.33996	35281.53612	38014.47832	40966.93756	25560.50393	34318.39978	35377.43461	33548.35791	34231.53668	36051.32944	34837.02171	39063.12193	37221.66367	33621.97049	27742.56804	30608.01339	37308.01411	35547.19758	38235.50368	42008.29979	31237.08995	38668.90927	35415.88755	35903.50269	35558.85047	39414.74123	36422.33946	32098.40517	34294.23069	35202.55262	38316.40132	27090.04023	45084.74172	32356.17437	38493.37861	33220.03966	37630.35983	40253.82982	27689.04897	33891.81809	34400.16079	33277.29182	37496.45739	36062.47792	35348.31894	38740.51858	35749.79352	35783.36218	31684.05316	34523.13309	37929.18031	36733.2805	38240.46124	45424.46111	32402.79033	41292.30969	34859.24786	37114.34995	36410.64423	40543.50479	36118.04792	31310.51116	34648.59192	34935.60584	41741.6509	28007.05476	46597.39221	33875.47413	26361.77136	21615.22831	28598.14516	38334.51338	27977.52935	28402.01266	29868.63707	26422.31563	21490.04374	32059.89649	29317.67151	32831.87348	32953.98335	32344.45318	28665.01882	23660.77513	29860.05494	36053.41454	30382.95203	30681.68674	30194.16751	22849.11723	27533.00895	25903.47149	23765.6438	28141.29429	28598.24034	28291.72837	28205.15242	28531.14415	40964.32265	27042.43988	40191.15516	26974.1776	27042.28122	20444.45574	27335.76555	40002.03579	26904.72268	25742.84665	29982.84129	27817.43757	25067.39444	32641.12538	28782.57786	33229.06154	27469.13083	32125.18489	29115.46921	28264.9937	28804.68996	36815.39919	31345.35956	35752.18368	31367.97717	26729.40449	27027.28911	30184.20664	21784.14455	29562.07898	28919.68491	29402.86817	29661.35981	26204.42867	41313.58574	25846.91274	43389.53971	26942.72745	17875.29057	18489.99627
180	240	16998.04233	22875.00992	30304.29996	37680.822	37577.70719	33622.43435	41438.96287	30730.79052	32324.07719	24944.06278	31541.53417	27845.01727	26907.64279	28358.37566	36339.18422	30336.98909	32819.39325	19564.52856	17899.11133	22431.42732	31316.08216	38199.37449	39378.45707	33140.63592	41707.13455	32005.06141	28736.85256	27239.11934	34842.7448	32448.35723	21002.18551	14182.4409	18959.86213	19781.8652	17111.85894	17729.85724	17125.83116	36271.73199	35048.05475	37379.62124	40595.29845	23986.12985	34021.76973	35093.78478	33077.09176	32819.94531	35767.49076	34814.24931	39177.10228	37695.86455	33530.78375	27397.33953	29785.20411	36671.54291	35742.92115	36954.4764	40927.76908	30112.61058	38301.27414	34028.25817	35722.37321	36105.20007	38443.58802	35364.83429	32112.01215	34514.10659	34143.46702	37656.90461	27491.90995	43762.16248	32583.64759	36693.43668	32955.17988	36627.70943	39331.07757	28644.60568	33905.31431	34380.5599	33532.05185	36142.0943	35819.58947	34712.00803	38050.62218	35643.19369	35705.58985	31983.47486	33848.36803	36725.07726	36318.56981	37598.87164	43494.83093	31867.62216	40037.73353	33763.73179	36333.36451	35333.36545	39722.34994	35342.85155	30740.08859	34744.33425	34379.12131	39354.99903	29864.40179	42297.14774	32878.13044	26149.47073	22163.43577	28573.68074	37799.18518	26831.71174	27443.0571	30355.36461	25539.72473	21207.0491	32197.30222	29759.8671	33576.70782	33826.71134	32296.7845	28101.6242	23928.26709	29959.20986	34897.0048	29284.35408	30314.4614	29949.18183	22692.76916	27445.54958	26061.5542	23765.36294	28264.76109	28802.18924	29052.98631	27992.26088	28568.83725	39661.49223	27062.32861	39867.10379	27718.91448	25901.92618	20796.61316	27839.09043	39381.56133	26543.84462	25692.54325	30697.354	27764.84502	25728.06678	32393.71019	28808.41215	33610.86965	27933.38662	32443.6671	29332.00167	28023.69438	28325.76118	36441.2612	30882.90146	34783.4672	31604.36169	26528.42323	27427.35008	29982.6159	21952.84158	29902.98899	29002.78716	28998.64406	29957.62087	26394.49097	40348.0276	27898.45291	40205.17572	26981.81232	18101.8001	18514.6138
240	300	15974.30394	22614.5333	29685.64807	35452.75552	36275.53281	31458.75497	40352.68387	30400.64304	31633.06348	24472.84833	29702.02769	26164.89951	26572.54059	27113.4331	34885.87091	30239.08249	31990.51858	17738.37384	16976.72503	22025.08171	29909.81333	35690.78353	36655.90378	31653.11545	39011.47902	31829.94598	27195.99882	27541.78863	34503.16794	30898.25599	18271.33116	13534.94168	19378.26879	20291.97219	17169.00144	16368.24844	16652.51788	35464.22608	33875.91776	34492.54338	37346.64573	23236.76183	32991.6262	33049.63368	32020.36212	32332.6072	33856.38861	32661.68232	36856.82636	35912.08611	32093.31084	25347.44306	28191.92026	35765.2119	34114.76043	34721.67247	37057.66016	28538.94479	35816.47521	32183.03547	33855.12673	32995.38116	36513.633	33141.74892	30025.06646	32726.02534	31712.9177	35724.90962	26693.74085	39582.95426	31392.71787	35224.07611	32359.22254	34633.91732	36003.76159	26433.16015	32221.96614	32386.59787	32598.53108	34926.14073	33588.4527	33097.75764	36215.53121	34565.28955	34180.69691	31220.8878	31087.67071	34135.58021	34888.56766	35117.19521	39745.32916	29348.6297	37568.39875	31415.53882	34114.53578	34357.53151	37366.24986	32877.37387	28461.92415	33697.56902	32465.6269	36943.33224	28422.85082	39023.87387	31178.75621	26449.72455	21924.48208	27512.89227	35511.11714	26280.32212	26431.3226	29165.70345	25047.61495	21530.35981	30672.57436	27533.20966	31538.69681	32123.49885	31241.56484	25637.28646	23108.90359	28738.51513	32203.08992	27203.1127	28699.66473	29069.48557	22514.94557	26834.46644	25436.01969	22446.88168	27636.71988	28245.89762	28075.48814	27774.26274	27138.31086	37237.75834	25681.30273	36911.85507	27090.09244	26001.22058	20336.43495	27570.73443	36740.54097	26295.844	24666.92768	29522.28555	27325.47557	24497.70592	30745.22829	27406.67062	32195.54103	27162.0467	31215.26988	28255.63143	26384.65912	27357.90015	34565.49468	29618.85012	32243.93491	29513.2656	25304.55211	26418.75627	28374.49935	21804.64876	28863.03701	28257.24714	28029.30292	29583.25114	25943.65882	37826.13205	26646.88198	36558.09647	25886.30506	18051.31507	18214.62202
300	360	14662.47279	20009.66112	28145.50435	32901.35765	33634.35497	29564.10433	37105.75451	30004.63487	31513.91011	22534.8042	28362.5422	25784.42573	25771.41487	23397.81423	32866.74879	29701.29877	30147.8442	14877.12892	15233.93211	21526.24822	28613.01926	33349.04032	34599.36599	29116.76478	37275.26547	30875.79481	25812.21033	26547.4419	30512.57568	30323.69913	15597.23877	15507.50969	19601.88994	19072.38848	18319.58962	16679.51488	16510.57976	31658.43473	31666.36303	31446.15898	33371.40982	23520.8055	31042.60121	29777.98767	30648.73358	30641.63818	30683.7625	31012.86079	34025.05285	32893.25375	30531.22534	26066.42177	26790.1876	32108.91006	32827.06701	32513.32631	33443.38987	26140.22465	32855.65369	29361.96809	30654.5224	31878.90961	33888.15544	30195.22261	27019.59136	30956.29715	29041.33	33180.01478	26595.87749	36737.9787	29554.86403	31992.67084	30002.02275	31600.17021	33168.33363	25057.48701	30062.05924	29540.59387	31235.40505	32414.56033	30789.84921	31092.11487	33066.97117	32366.13757	31965.98237	28488.79616	28641.27115	31539.81273	33074.97334	32286.84155	36204.11569	26848.98334	34208.28077	28923.14672	30951.00487	32010.22397	34552.15894	30044.1203	25923.21393	30891.79495	29299.57821	36702.12436	27204.46826	35506.03241	29652.59286	25734.68137	21626.74502	26454.59129	32514.15112	25282.60814	24944.24557	27402.24324	23555.76131	20862.78428	28458.78845	25986.8007	29118.60414	29555.01735	30006.57613	26255.84945	22426.03165	26865.14501	28891.45508	25975.82931	26853.99709	27374.24261	22404.86817	25516.77647	23840.61399	21760.27286	26048.62929	26541.47489	26445.89896	27122.57608	25427.56663	33547.18036	24862.03306	35491.61759	25251.97206	24466.39027	20203.47976	26444.85464	34214.14309	24504.00552	23514.26881	27242.83047	25741.60933	24334.55363	28939.78493	25857.53921	29103.00074	25728.85537	29482.55848	26097.93238	25520.31044	25686.40027	31671.47047	27702.85068	29871.37379	27852.52376	24890.5391	25853.98975	26453.92881	21325.81005	27841.22669	27042.83171	26533.17575	28262.05183	24338.91396	36967.61707	25718.12562	33749.90157	25189.29036	17027.66874	17358.65916
360	480	13048.86744	19657.72109	25916.37612	29108.98685	30719.09182	26413.84642	33308.70345	28382.56752	28058.67735	20742.41308	26346.57254	23163.78378	24003.80475	20281.65344	30298.78301	28271.62072	31521.54944	12273.51597	13989.09971	19592.42272	26687.09538	29381.246	30980.41921	25842.11658	32646.21498	29061.03787	24044.84536	24508.99815	29084.17436	29172.99097	14067.19773	14147.68226	19413.97886	18720.21021	16706.51378	16101.86751	15766.08502	28447.17944	28265.30884	26850.816	29679.89652	22656.53187	27926.14729	26307.52041	27532.53652	26359.37133	26910.88755	27549.58643	29026.05657	29591.90051	27796.51226	23744.51953	23694.67869	28622.34622	29319.55226	29087.38041	27897.93095	22129.06277	29799.20305	25437.87738	26816.43165	27951.55931	30050.99257	26260.38147	22969.81838	27481.60411	25405.31263	29851.58089	24489.1692	31438.07984	26559.43181	29705.92821	27140.93077	26817.97715	27831.32092	24426.69848	26972.79313	25702.43483	27761.71371	28390.63021	26934.75227	27477.49133	28683.48155	28660.73163	29076.48401	26190.81626	24965.26226	27765.93811	28637.68926	28376.77739	29859.57757	23169.83286	30510.87146	24781.54051	26618.14186	28351.72616	29838.55884	25977.50965	22085.50849	27273.57827	25628.65426	31570.9169	25539.07942	32226.6603	26998.83622	24390.84501	20500.74254	23910.64593	29649.25189	23846.08564	22813.64145	25309.22522	21290.82961	19525.75708	25719.88002	23800.59872	25358.28232	26944.5814	27453.72404	23729.47368	21551.26291	24492.67604	26612.09334	23993.87227	24098.71519	23749.37195	21779.66048	23588.11129	22457.25565	20203.65418	24450.99402	24800.81708	24428.27576	24800.50385	23070.81384	31117.76511	23317.6719	30100.66862	23170.96198	23301.22212	18851.96922	24156.06139	29181.92446	23968.65652	21302.09787	24977.17192	23656.35003	22332.12886	26195.90023	23994.44847	25880.15907	23552.00921	27546.59262	24872.34078	23009.94169	23704.97619	28804.04302	25233.63916	25843.28485	24973.73167	23119.46632	23616.20995	24081.54227	19820.23709	25373.92844	24690.84355	23851.42782	25483.24136	23029.43936	31728.24284	24123.74886	30912.91839	23375.93723	16488.08321	16865.30193
