pet	frame_start	frame_end	frame_dur	frame_mid	TAC	weights
sub-26_ses-retest	0	30	30	15	0.00341505795967586	0.4978441770515721
sub-26_ses-retest	30	60	30	45	0.7699709493191798	0.5798424413918958
sub-26_ses-retest	60	90	30	75	7.210642109079263	0.7586635014821619
sub-26_ses-retest	90	120	30	105	12.206979567470873	0.8360436580381805
sub-26_ses-retest	120	150	30	135	16.943298164264494	0.8939112983022766
sub-26_ses-retest	150	180	30	165	20.089926709343658	0.9259464083931924
sub-26_ses-retest	180	240	60	210	24.213186415350823	1.1572470005841071
sub-26_ses-retest	240	300	60	270	27.386066220569955	1.1875771356215956
sub-26_ses-retest	300	360	60	330	28.21530299165739	1.1861359958454516
sub-26_ses-retest	360	480	120	420	28.079412712135213	1.446740835869067
sub-26_ses-retest	480	600	120	540	26.028400769921873	1.3804987632089711
sub-26_ses-retest	600	900	300	750	21.606885007626744	1.6987089502053694
sub-26_ses-retest	900	1200	300	1050	16.933783159410027	1.4732678457064496
sub-26_ses-retest	1200	1500	300	1350	14.58184475418154	1.3284139835301378
sub-26_ses-retest	1500	1800	300	1650	13.181577037543695	1.2224715320159838
sub-26_ses-retest	1800	2100	300	1950	12.174789353890583	1.1368440224868461
sub-26_ses-retest	2100	2400	300	2250	11.353040270049268	1.063984119528972
sub-26_ses-retest	2400	2700	300	2550	10.666250174903803	1.001257265351697
sub-26_ses-retest	2700	3000	300	2850	10.150054612987146	0.9483191394675248
sub-26_ses-retest	3000	3300	300	3150	9.69015928494928	0.9015458348944971
sub-26_ses-retest	3300	3600	300	3450	9.262582114809206	0.859794263908828
sub-26_ses-retest	3600	3900	300	3750	8.88053398471411	0.8227955184043909
sub-26_ses-retest	3900	4200	300	4050	8.55059485627072	0.7901526704732111
sub-26_ses-retest	4200	4500	300	4350	8.302402110911101	0.7618623801904908
sub-26_ses-retest	4500	4800	300	4650	8.105824836768072	0.736927940782029
sub-26_ses-retest	4800	5100	300	4950	7.803618562423345	0.7127421037143215
sub-26_ses-retest	5100	5400	300	5250	7.476275138317227	0.6904612135507778
