region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	2.6606523629786523	0.016522219837551665	55.054372855130524	56.50909280449453	41.883585163972114	4.188358516397211
Amygdala	acq	NA	TRUE	2.1953657880589637	0.009701637138159025	48.54943034295802	50.004150292322024	24.35690653612041	2.435690653612041
Caudate	acq	NA	TRUE	2.079439718512385	0.012099491506555706	51.322537548279854	52.77725749764386	30.689105208355908	3.068910520835591
Frontal	acq	NA	TRUE	2.613376839237242	0.017401169684428553	54.690070140505185	56.14479008986919	40.631166846204934	4.063116684620494
Hippocampus	acq	NA	TRUE	2.207634040923639	0.011478277404398815	50.65146556892325	52.10618551828725	29.019994195987536	2.9019994195987535
Insula	acq	NA	TRUE	2.681035459869131	0.02078046210436497	58.61319931077047	60.067919260134474	56.34327327037004	5.6343273270370045
Occipital	acq	NA	TRUE	2.867495213631114	0.017553974573604525	53.905059294770666	55.35977924413467	38.058249130883425	3.8058249130883426
PCC	acq	NA	TRUE	2.8033825281784472	0.022576905057301776	59.91856725463007	61.37328720399407	62.81811713403146	6.281811713403146
Parietal	acq	NA	TRUE	2.483202219928121	0.016915881655535165	53.86538991611602	55.32010986548002	37.932644597868	3.7932644597868
Putamen	acq	NA	TRUE	2.702259015647866	0.016066888115572657	57.70207578965351	59.15679573901751	52.223673070504375	5.222367307050438
Temporal	acq	NA	TRUE	2.750176631583641	0.01739793786235214	54.27774075027286	55.73246069963686	39.258761643434674	3.9258761643434674
Thalamus	acq	NA	TRUE	2.363686252221972	0.007400204737474545	45.30592450086826	46.76064445023226	18.588131613945187	1.8588131613945187
