frame_start	frame_end	parasubiculum	HATA	fimbria	hippocampal_fissure	HP_tail	presubiculum-head	presubiculum-body	subiculum-head	subiculum-body	CA1-head	CA1-body	CA3-head	CA3-body	CA4-head	CA4-body	GC-ML-DG-head	GC-ML-DG-body	molecular_layer_HP-head	molecular_layer_HP-body	Lateral-nucleus	Basal-nucleus	Central-nucleus	Medial-nucleus	Cortical-nucleus	Accessory-Basal-nucleus	Corticoamygdaloid-transitio	Anterior-amygdaloid-area-AAA	Paralaminar-nucleus
0	30	361.13702	1048.10539	732.21927	438.86356	479.62477	394.69969	879.39407	553.06628	725.53214	453.7883	526.11413	502.87949	565.76444	333.8857	656.50968	358.35994	670.16715	373.59949	708.18618	290.3985	490.43067	414.26557	537.97265	560.67639	673.65089	1016.86634	884.02251	604.33636
30	60	6180.57165	7112.68048	6970.64027	6183.21644	6538.2812	5760.66403	7262.61569	5480.30945	6005.06032	5553.00413	5530.25619	7124.04185	6480.60597	6223.23372	6231.16253	5999.56555	6257.09011	5462.58665	6265.54745	4540.69601	5819.20178	6343.17255	6645.62327	7195.38576	6926.30112	7564.68187	7476.75933	6224.15888
60	90	12279.71014	12925.67132	17202.76616	13687.59041	15113.30395	13175.7472	13751.55067	13594.30631	13815.4005	13582.94058	13267.3057	16252.81127	15533.73776	15463.9524	14945.48458	14690.86944	14981.18615	14020.84753	14455.20614	11038.78846	13458.15231	14124.06859	13590.54412	13677.648	14308.17947	12866.22142	13697.40505	12800.01517
90	120	20844.16602	24366.75942	24421.97808	21582.11793	23159.05815	21013.5017	20929.05995	22219.54724	23013.78042	21588.4244	22115.81673	22211.41267	24022.05136	21012.17656	23834.32489	21277.15598	23845.46741	21859.2249	23276.52242	16766.79709	19757.98106	24344.6962	23438.8592	25252.70855	24718.81078	22517.41302	19090.58296	21272.81119
120	150	23933.426	25361.72609	30918.8099	27738.63287	27510.35293	27607.53421	26003.81905	28302.31149	28313.5523	26859.27562	27502.83718	30178.97757	29629.28313	27848.14536	29935.04836	27703.94946	29500.14045	28311.25591	28750.90816	25139.21615	27374.85706	31053.20243	26094.78658	27731.35205	30943.46699	25276.66821	25289.51008	24946.75006
150	180	26427.49128	25282.13093	28940.07231	28848.75754	27878.70042	28994.13042	25623.69217	29784.48063	28792.35253	27500.74622	28343.04578	31070.02449	28768.49629	29873.64201	29012.91004	29289.19289	28887.26341	29193.88193	28258.36979	25459.84708	26255.40467	29432.107	22275.55664	25554.89377	28043.79634	23328.69298	23722.77401	25290.36467
180	240	23444.12289	24474.27757	30751.57383	28010.4419	29002.20398	25950.71438	24761.8349	28822.09125	29194.82457	28011.09163	28676.5779	31150.20288	30038.6591	29994.83171	30351.42782	29090.89461	30104.74798	29138.7434	28959.4671	26600.30539	27497.2389	30681.00033	24176.43555	26645.30675	28868.0929	23313.88235	27994.0211	26226.32141
240	300	21903.6818	22299.52743	28240.77469	26657.42421	27018.04483	25998.40955	24388.0225	28531.38514	28100.85852	26344.49556	26577.80536	27890.46681	28061.14342	26499.97304	28624.84583	26178.30282	28489.1086	27399.00338	27539.57151	26331.87005	28022.75882	28368.47577	23303.63388	24892.83936	27721.88945	21840.87966	27805.36991	26547.66071
300	360	21832.19649	24143.28218	26869.97346	25608.23331	26625.64382	26095.15381	23614.99789	26456.18361	27340.4101	25226.92575	26382.30596	28641.12277	26074.52762	27185.20802	27464.66418	26284.59032	27442.48858	27046.35766	26536.793	24327.36136	27447.14012	26070.73114	22597.08239	24158.7959	27255.734	23154.62951	25624.90796	26401.11829
360	480	21066.02354	22211.21114	26331.9566	25561.53157	24972.30806	24506.88112	23317.68826	26343.29658	26882.80086	24922.53844	24992.20089	26267.4427	24865.8802	26656.35651	26806.03072	25568.34701	26627.0143	26319.59364	25798.05741	24581.40828	26796.44541	25794.52562	22425.69531	23851.33442	25976.51278	21083.73786	24975.96662	25489.00671
