frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	679.67521	1448.77085	755.32321	1067.28153	703.43542	832.38053	817.73304	669.51228	1280.26198	1385.82181	892.68867	1540.63416	1018.88139	1026.06012	618.65982	640.29414	1004.77553	949.23171	1605.76224	806.06023	1045.43203	858.01245	661.45211	817.96401	1298.31154	794.5003	1676.06149	1008.58198	1155.68699	671.20014	1380.09559	1155.22194	1569.88179	1167.29525	819.27747	1602.89346	1431.75094	1235.75546	620.54417	943.6006	847.70809	1045.91021	780.54834	740.23599	643.64194	1102.93101
30	60	9345.32757	9734.99086	10129.23319	11000.20673	6115.61227	7381.84881	7060.81522	11185.05755	11262.43421	11485.63493	10280.46437	10212.82656	11199.20889	9915.20158	10693.7517	8550.58251	9937.66311	9313.30054	10163.78426	9552.73894	8653.93585	6033.43365	7817.17926	7908.38825	9496.6446	7363.03812	11061.99753	6033.91836	7495.28843	6286.68649	10202.71085	10327.46531	10502.82216	10248.1093	11338.78174	11326.51207	9001.45833	9123.31494	6760.05255	9207.18807	8320.27015	9532.54111	8163.4273	8104.78408	6307.16211	7337.57472
60	90	17128.31845	20505.25676	18306.57208	24588.16886	10912.17849	19443.65524	14055.45111	25366.89125	23538.92669	24309.47252	22043.44257	20963.95908	24249.88983	22736.28375	22218.44183	16251.17758	21464.25023	16469.50402	18741.71403	17516.84187	18651.2598	13942.43609	16940.27106	14672.70268	19339.4611	15635.15546	24467.97439	11879.58691	14825.07367	13177.72058	19460.31605	25036.82156	24138.09849	19103.36732	17998.58285	26695.53436	21313.51885	17121.78384	15398.8681	19966.77672	16823.30869	19187.34297	18435.71025	18020.69556	10273.07471	15457.57276
90	120	23195.69795	36195.7581	25542.08054	39367.28333	19187.22311	27773.81892	24041.68923	46026.75851	33966.34448	35860.39596	40385.52861	34213.85547	40905.71892	34407.27996	39802.37232	26763.12193	34201.16347	27052.2088	33941.68262	28882.35177	28948.66768	24831.53516	28031.26619	23359.46597	33732.08702	25913.33917	41278.67405	19869.80625	25001.27191	23027.82262	35755.37553	38390.73442	38937.20178	30365.84037	31335.75798	43133.51147	33961.44483	31655.41186	23523.79783	32917.07034	27300.44804	32420.41777	28603.04127	29662.96557	16622.74951	25203.4163
120	150	27506.43981	35953.18203	28569.27818	51130.33383	22350.80769	37516.1493	28126.23545	58827.36454	42286.83946	43451.56196	52955.85242	32630.70117	45749.45299	45196.03192	49545.28928	34042.89795	42407.19936	30507.80225	34170.375	33800.81734	37137.22053	29213.66471	36298.85532	25058.78106	38280.34462	28809.753	53366.65395	23270.88379	32747.16794	28155.87482	46765.3331	47354.78978	47807.17009	41270.80182	35758.03678	55022.72262	45977.27787	41600.50403	29918.24507	41314.02631	27807.69987	36471.75781	32735.74297	37076.67027	22981.35156	33260.63532
150	180	26295.26374	38830.28248	29255.80543	54354.85863	21613.98377	37262.19035	24498.00381	52448.09012	44306.16765	43824.1313	48718.25356	38913.97813	50502.43097	46451.61621	48726.88683	31276.87949	42917.66397	30874.65842	37670.83529	36342.40006	38588.10188	29951.9707	37374.08625	24371.16023	39575.59184	29146.96034	57989.95018	25769.53223	37478.98054	33237.91206	48807.32901	47851.66359	47575.93982	50580.54885	38863.81608	56907.42624	46674.37776	48957.22306	30827.02091	43058.4152	33061.97792	39965.42539	36160.46844	39038.98047	18693.74512	32978.94032
180	240	27801.12852	40273.69609	26943.70545	56111.24389	21598.90264	35363.47907	25987.24241	56767.7726	44304.22956	44357.22762	48986.67212	38405.49141	52418.02734	49940.09183	49436.19667	33996.40197	43075.51595	32599.78827	40373.70508	35937.20821	37434.0346	29985.78624	38605.76375	25452.72954	39098.11642	28061.93863	57328.868	21139.5459	36482.97043	29144.77488	50372.92702	51422.52259	48270.10875	48235.45323	37755.67415	57811.09815	48047.12091	46930.50755	29316.48248	41644.76447	31433.3772	37734.50586	35326.33278	38637.04379	23575.27051	35695.32031
240	300	25015.25921	39931.05711	25464.29725	58360.36831	19965.59059	37235.01879	26513.57542	60593.9435	46721.26626	44357.85847	50356.15568	37603.5207	53108.26758	49145.46394	50033.20206	32169.11756	40644.22515	30667.04963	39063.13037	35975.21892	38037.11468	27198.89258	37712.84832	26609.93483	41323.39107	27563.44689	55508.62549	22790.03691	38340.40772	29640.39018	45663.48029	50611.57478	45555.09472	45379.79799	37708.27279	57018.19038	47456.7896	45321.84542	28835.39274	38893.47142	32773.29549	41515.32656	37966.15419	39129.80341	24505.75586	35574.53844
300	360	23919.9633	37889.93185	25871.41267	52863.92866	17035.79432	36020.8379	21899.22281	51397.45466	44591.21126	42696.29156	48301.70697	35977.40586	48507.43699	46488.76431	48951.17713	32587.4231	39638.074	29323.08779	37130.86995	33912.36589	36323.76213	27516.44987	37287.28409	23084.62745	37590.78097	28244.4058	53099.78709	21414.21152	33022.90296	26243.27782	42682.02308	48985.58198	43978.74173	43519.17918	37925.86621	48116.88583	45387.69061	42346.10315	29182.28939	36530.9815	27979.00307	37759.14648	32544.66007	36567.81535	21212.73145	35463.39349
360	480	23196.56538	34901.58783	25784.52939	48643.26725	17119.04808	33399.03531	22199.9563	44056.93876	40374.39964	38365.24735	42970.80298	34412.44688	43552.08109	43335.14621	43361.60717	29041.09892	36163.78621	26944.37529	35357.9873	30889.72283	34520.3249	28255.24436	35683.75912	23149.76594	35443.38281	26002.33248	48369.08012	18439.2543	31387.66952	23434.91815	41148.9375	45430.84632	39888.9037	40965.78074	34786.02165	45169.31044	41891.17336	42298.44148	27823.22169	35496.88962	28373.00569	36600.34648	33092.19378	35777.74771	22345.27051	32816.3992
480	600	23540.43041	33197.12044	25458.09412	43796.9485	16409.39874	29504.06398	21177.20441	38899.68959	37803.8628	32837.33805	37203.55556	30781.86934	34820.80385	38067.89559	37627.57603	27880.832	30746.63228	26060.14117	34353.21257	29559.78839	32455.69051	23454.82053	32719.83583	21456.73399	31909.49193	24678.75023	43321.1784	17988.71553	29734.74017	21013.67462	33323.48739	39295.56646	33600.208	38759.27895	30117.46094	37897.21832	36982.47402	36381.96902	25688.4505	29205.12896	26910.17332	32850.24668	30159.20577	32405.39254	21835.13965	30391.26542
600	900	22824.34222	28545.45563	24890.12835	33510.89166	16568.52171	27170.98707	21014.62643	28043.87737	31266.58285	26171.32593	32471.238	26221.35859	26675.37618	30057.83439	30096.93032	24308.74343	23377.14785	25299.52927	29001.2915	27651.58851	28505.90028	22860.85156	28403.77511	22396.25805	28026.55847	24304.84946	33091.6383	18936.49023	24529.60742	19457.44167	25189.53249	31924.61959	26454.19597	29141.76458	24843.40316	27821.50969	29780.65169	27823.01096	23618.56684	22940.93848	24968.38887	28792.48652	28112.03896	29208.62481	20968.77246	27544.85288
