frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	664.00153	1070.61764	1085.37988	1291.781	953.76368	891.07427	1521.11229	1224.84961	1231.7866	1085.22697	1166.75584	904.14762	2075.55816	1147.02818	1647.30647	1190.07299	1068.13402	729.0947	1535.80488	1187.34107	1370.40418	1025.36945	827.40549	1241.36048	1032.5288	1113.46634	2141.20218	1135.76297	1041.66537	1405.6743	638.88017	1856.50218	1252.30039	1700.31318	1545.26321	1212.97221	1789.40275	1756.5048	2110.89258	1182.41646	1410.36408	1422.12082	962.57704	1261.65197	1046.12457	1226.67017	1141.70424	1432.73306	1540.72922	1795.92978	1357.40068	1492.04848	1266.61829	1501.45655	1108.51372	1339.81951	1311.81109	996.33225	1825.51446	1186.987	1265.14708	2065.17205	1157.38361	1358.67177	1313.70367	1600.90294	1113.28212	689.62495	1417.6463	2074.86941	1797.56353	1797.86822	1988.18387	1006.11239	1497.00325	1424.6398	953.33307	1273.69747	1214.4678	1328.65262	1149.89288	1345.1538	1369.61907	1432.40472	1393.71016	1604.32133	1248.07578	1524.72757	1140.96199	1214.50362	1235.7974	879.13431	2033.99247	1024.48219	1269.99588	1922.66093	1123.24888	1387.5367	1132.82931	1747.32823	1139.73206	738.41517	1591.56412	1821.97293	1910.01606	1607.1149	1413.35787	1274.79195	1312.98626	1122.11776	894.50658	1083.31506	819.70421	850.16348	965.61057	1215.87231	1265.33883	1535.20975	1143.95073	1205.73428	1080.68315	1196.80403	1130.04517	1109.10653	1150.43889	1237.21926	1280.96228	1148.19916	944.33552	1334.22143	1177.51241	1271.3844	1242.27368	1620.89705	1167.77733	1177.54742	1407.34304	2300.77244	1285.98032	1489.41601	1200.87438	1117.56597	1455.58764	1041.23745	801.17111	1184.36948	1191.20094	878.27028	1012.28513	1271.27107	1178.54207	1080.9206	1326.08595	1353.83239	890.38967	1323.66137	1539.30593	1111.9307	1202.96127	1017.81923	1383.84812	1223.44472	881.15099	1402.76484	1146.21621	1273.53615	1151.98231	2049.07766	1350.49467	1257.58018	1216.544	2209.1166	1251.99317	761.54762	720.96181
30	60	5493.29895	7406.396	9535.65904	10485.00334	9337.69518	7282.94932	10912.67006	10239.30511	9956.02197	8534.45825	9339.65232	8176.35577	11850.06633	7716.54486	10642.28429	8956.46049	8265.66711	4909.78252	9106.34455	9811.26691	10624.19938	8505.2097	8141.05469	10853.08149	9547.89989	8660.31891	11289.23541	12316.441	8596.2279	11961.12393	5285.22845	10984.82947	9935.93104	13029.21302	10095.59192	7541.97952	10059.42098	12513.52484	14536.64871	9652.68389	12749.87367	10443.57551	8206.43739	9968.33251	8700.41493	10076.4342	9754.05952	10555.65139	12249.73243	11834.19006	10782.58825	10632.46046	10486.4972	11937.43637	8803.97505	10503.93213	10332.32213	8029.35993	13149.56262	9625.57883	10333.6814	14096.65781	9861.47718	10209.09007	9214.00096	11461.92692	8896.95436	4472.29489	9673.0685	13776.01458	12378.40218	12103.05679	13688.40307	8750.78635	11898.71728	9820.34752	8097.51407	10413.57525	9453.61098	10156.99396	10643.82714	10051.86177	11960.77751	11891.53697	10856.54623	10938.87627	9379.40707	11539.33969	8336.66225	10193.68563	10207.79692	7185.37867	13549.6983	8286.31172	9547.13433	13444.30114	8886.93106	9880.01049	9003.01993	11168.85986	8348.87304	4765.46709	9716.26518	12544.79427	12514.56516	12415.95936	9534.14254	10667.08728	11896.59957	9449.80495	6860.76451	9410.55482	7125.75604	7679.6965	8489.27484	9637.90221	10553.31623	11094.40067	9744.9733	9974.29785	8077.41543	9923.64966	11428.2917	9784.52017	9382.99073	9883.23189	9817.86017	10164.84956	7764.44418	9768.53939	10042.89411	9862.97276	9306.71062	12521.81381	9831.13158	7920.2341	9565.27043	15375.59741	9597.17773	10388.67249	9958.04654	9810.99266	11734.14263	9180.10885	6748.93563	9584.74784	9482.05837	7467.93356	9337.4851	9810.62965	9597.63329	10523.99985	11292.92361	10807.44646	7605.47648	10812.67701	10556.76754	10621.80253	9163.68157	8440.47434	9357.46495	10263.30859	7395.97901	9745.64	9921.74369	9613.27979	9775.33114	13122.45264	9488.49961	9150.9994	9051.15103	15089.1228	9405.18679	6127.27342	5512.61689
60	90	10801.80689	16005.63682	20108.68516	21395.74136	19363.52609	15495.68312	25014.09743	21182.50761	19890.31339	17452.66494	18543.21942	17478.63953	20409.70774	15285.09225	21667.98869	17962.76008	16285.73336	10619.79498	14352.82957	21187.05655	22505.42441	18590.92547	16276.90147	22448.13057	20908.56357	15961.31493	19412.42727	23787.9692	18157.41016	23957.36953	11635.09753	15658.12223	19070.66658	22500.6035	16966.8829	16075.24977	18008.82968	25028.67956	27057.49591	20540.72177	25914.65143	18319.57513	17811.45637	21082.1735	18596.77767	21069.9414	20765.40729	21607.3903	25535.0974	24525.43533	21354.87356	21312.39151	19142.73908	23786.01069	19139.73026	22343.37393	20968.48852	15624.65938	25973.94762	19145.15069	21494.76784	25937.64744	19895.26155	20124.19379	19026.97825	22332.99199	17730.98293	10430.13985	19017.98824	26405.10797	23454.81417	22774.22628	27751.11628	17624.18129	24975.90603	19129.15154	16983.19639	21458.40145	20231.03322	20503.50542	23242.39891	21341.57475	23542.19333	23530.08764	21997.82487	20728.56748	18338.91366	22723.0939	19655.18149	22122.38599	21651.14985	14237.34529	26610.80127	16690.32822	20103.62161	27187.68288	18952.33911	19415.61773	17883.55501	22038.51097	16917.73639	11012.03005	18369.94903	24773.62262	23365.96267	24851.58571	20899.30632	22941.15806	24810.38347	17904.6458	14452.21949	18895.59531	14958.63874	15669.9869	17966.394	18876.02516	22658.91271	22101.76799	19787.81175	20370.87146	16302.21338	20225.11511	22983.59573	21022.27442	19420.04791	19604.10106	19409.15476	20784.75541	15816.84673	17453.21477	20913.64377	20618.6609	19450.08214	24804.2284	19538.12621	17512.77897	18302.37645	30722.70417	19121.77689	20076.69891	19882.47442	20359.1774	24404.1914	17386.41483	13970.93346	20105.32768	19707.99221	15112.51522	20308.54492	18348.88561	19832.96995	20271.47528	23743.56944	19531.78751	16392.9616	21944.5206	24040.70662	22306.89403	20279.4838	17150.6859	18749.31582	20932.33876	15752.92706	20252.70179	21595.88124	20426.02647	19476.15826	26043.97821	19236.85771	19697.94168	20296.36244	30014.89421	18517.84365	12362.97363	11949.04928
90	120	16322.97573	24515.44789	31961.00431	34111.86135	30828.22216	23356.87915	38629.67214	34875.33843	33258.04541	26793.73528	29286.90659	26245.01782	32633.02691	24455.55086	33854.61371	28732.48865	24243.55877	16351.59617	25324.29175	33774.95032	35465.25211	30247.26694	26442.61182	35857.52114	33459.49187	26757.42411	31570.24356	33704.37453	28685.19271	37640.54141	18818.63238	25861.7297	29760.33799	32408.14597	27163.82588	21653.52033	26371.04646	38448.80656	41037.48733	31149.58353	41967.71793	31497.94803	28536.52082	33911.39124	30057.09277	31916.13354	33044.26711	33512.10478	39285.48425	37675.12372	34427.22779	31861.14624	31163.33197	38334.15996	30332.75992	34292.19836	33328.75751	25463.60718	39647.97113	30735.46775	33257.12336	42151.7015	32280.57397	31822.63672	30212.43093	34178.11427	27984.70859	14625.6233	30366.1459	41226.48517	35954.5823	36842.84282	41315.19749	27113.60419	39856.98943	28694.09499	27570.44004	34109.16038	31860.5017	31896.79358	37032.41199	33562.5946	38118.08264	37430.69437	35124.75686	32605.22475	28411.75154	35370.51622	29170.49974	33969.89191	33766.4364	22988.87751	40492.07986	26921.95961	31948.42972	42781.88598	29577.98628	30346.41775	29460.09263	34232.31942	27283.12386	14564.7851	27730.24918	37706.9424	36536.22444	37995.27385	30033.7509	34946.57645	39429.39245	29628.73303	23722.48996	30976.18216	23813.14093	25319.56269	28541.95425	30988.31278	35030.78071	35782.11767	31347.38162	30535.34958	27330.01641	33308.65586	38201.1342	31954.42955	30566.67834	31401.44368	29915.17305	33214.44731	24650.74686	29045.62706	33073.7608	32966.35036	30690.3989	36789.19164	30255.10406	26936.08943	31713.98502	43847.64705	29689.57716	32000.07283	29555.73869	31510.14454	39001.94929	29009.74426	22503.89478	31883.79878	30368.58573	23282.41009	32000.12818	30370.59532	32177.23399	33303.87384	36425.80531	31101.39563	25648.35811	33010.45231	37199.16497	35197.37943	31856.70851	28405.33039	28822.1621	32589.86152	24546.29197	30338.26415	33996.53703	32205.30874	31047.0144	40465.2236	31158.46579	27864.17162	29691.70094	45279.98212	30290.81551	19760.86629	19087.93883
120	150	20351.32798	32200.14324	40193.51415	42270.33578	38333.79544	30953.23347	47995.99858	41206.2314	39353.77381	35001.53629	35620.8628	32331.74013	36799.00829	30761.40376	45738.13284	34796.9684	31020.85793	19578.97079	33207.39196	41613.24076	43018.26238	37178.52825	31019.68476	44320.71109	42894.29232	31975.15454	34821.96285	42871.44316	34266.37144	52445.84922	22352.40368	29961.76449	34665.88886	39565.72224	31786.01784	28078.68973	30788.08684	47538.16127	51959.78938	38000.21751	50466.60516	35505.92309	35573.00657	41200.88301	37447.80874	40025.5954	40692.03487	41171.71793	48998.67209	45325.62675	42484.68097	36991.05765	36102.27466	45855.35746	35789.31074	41831.62127	41707.20347	29715.60872	47927.06859	36608.41647	40984.9807	48145.71212	38851.38293	37984.4003	36341.66013	40836.93729	33981.55857	17427.55516	36001.36238	47516.99658	43383.8653	44295.41989	49924.00993	33611.36559	48578.56822	35304.8197	33901.85773	41599.10415	39155.53552	38433.23848	44310.92932	38933.5069	45388.39766	44646.0814	42664.98042	38969.85843	34496.18836	43303.47631	34678.28953	42089.23114	41495.6074	27553.22749	49352.94941	32640.82904	38461.65505	50827.58884	36062.54579	36315.53318	34968.34167	39972.23036	33324.33245	17538.93691	33028.88179	47170.08783	43120.6146	46719.56524	38768.73351	43133.92727	48164.56391	34761.12179	29325.71153	37618.33194	29426.61906	30996.03875	35174.40165	38607.33134	43614.68997	43464.18784	38727.4205	36453.29637	33230.41852	40239.31508	45861.1623	38800.03752	37560.07496	37055.62478	36160.1026	40730.11237	30827.16021	35292.633	40685.08813	39435.45164	38096.93813	44797.35661	37604.44556	32285.58065	38216.52114	51561.22383	36352.71135	38434.99671	34757.68401	39769.5417	48522.65968	35096.81888	27122.38787	39264.74121	37359.28503	28814.22048	38240.87874	37060.06494	37826.3177	41225.28301	44956.87732	37401.583	31443.39181	42259.67652	45911.0968	43467.44423	39170.7906	33438.50263	34240.16422	41302.75655	29692.24158	39024.75757	41887.15491	39163.76518	38657.90144	46861.66969	37491.97644	34646.5177	38993.19831	52957.86199	35068.28019	24881.195	23204.27965
150	180	20383.15853	32778.03741	40240.72102	43268.76567	38754.825	31210.80119	49218.25488	43951.80887	38804.66314	35863.10026	37300.3297	34351.76983	37179.78088	28235.34716	48180.27621	37173.55257	30095.62536	20695.7373	35659.59746	43095.57492	44943.72651	39066.70077	33169.57286	47442.07307	44912.15201	33766.18667	36873.06083	44849.51447	36554.25374	54284.2375	23054.36552	25760.65645	33827.59214	36415.3167	30304.92695	28167.19946	30881.09744	47868.50265	49082.2441	39907.05738	52949.70309	35017.10716	37045.79302	41888.39762	39234.34402	42322.83458	42066.45138	42179.39423	50302.54891	46661.13215	44501.07237	38611.9585	38226.62402	48318.25379	38051.25364	42767.48176	43664.46224	30964.63441	50755.86687	37680.95023	42642.0666	50629.01698	40746.52192	38944.91506	36789.31736	40955.50163	35019.29998	18908.15325	35776.95285	47741.68441	43925.26224	46697.75962	50517.52358	34576.10884	51348.28476	36808.79923	36559.66305	42968.75453	40698.69351	38608.9332	46663.48679	41200.18556	47925.53757	44882.39257	45197.39863	37183.32195	33541.4827	43533.17121	36912.89607	42836.08763	43899.60056	28491.60219	50312.79126	33505.24412	39811.96894	50593.27908	37143.63885	37484.05315	36537.79283	40301.52582	34025.26853	18613.56642	33939.1931	44693.54582	44311.26334	47785.68434	38215.47996	46126.39998	50703.74775	35860.50752	30058.07326	39346.97901	31175.85524	32783.65281	36810.54872	38634.70204	43936.38506	45349.99005	40845.9687	38298.1586	34300.3571	42057.0067	48061.98757	39890.28444	39467.96773	38830.66491	38633.78847	42230.27176	33032.23	37093.8003	42393.31546	40780.33716	39380.85371	45353.41392	38387.01692	35034.10782	39081.61308	51571.36869	36894.96734	41585.8815	36575.46874	40941.34091	51776.425	35341.07991	28585.42636	40721.72641	38692.01572	28637.50497	39986.07873	39006.77458	40391.38821	40332.64741	46436.2762	37809.14222	32056.17732	43347.47607	49449.76524	44605.36835	40444.61386	35038.48724	35691.90441	41793.8673	31602.51506	37645.47529	43359.24569	40431.67776	40726.65601	47642.59773	39715.57857	36360.96667	37649.23019	52014.39744	37626.24858	25476.26445	24399.50909
180	240	20915.00729	34038.59903	41189.67724	43650.24021	39299.83989	31709.63753	49104.75108	43281.15031	40315.54029	35604.67457	36951.57888	34477.17199	38882.59463	29306.94186	45996.11192	37606.56036	29845.03775	21244.71663	34421.88998	42611.2199	44710.1494	39009.81307	34257.40339	46759.14119	43270.90747	32951.66332	35215.70338	46392.99386	38298.81412	51827.1582	24547.99956	27116.32585	35271.6951	38616.33584	30649.86229	25579.65684	30733.10768	47043.19647	49870.33919	39431.33118	51757.78875	36242.34009	37294.17834	42146.89796	39921.88745	40538.76566	42316.94539	43104.42756	48818.75126	46089.15915	44792.85827	37651.97402	37285.12635	46722.02837	38873.6321	42907.66646	43308.18824	30838.42185	49095.35833	37044.16782	42796.01863	48148.76351	40367.32455	38077.96354	36264.31694	40782.33646	35239.93467	19403.366	36030.86913	46645.34638	43814.14624	44996.70918	48771.12702	34601.03597	50090.86933	36452.49384	36467.78488	43383.51696	41388.80356	39659.75514	47120.05332	40401.02431	46779.96704	44842.05382	44558.6035	37521.49631	34055.29049	44328.25232	36124.8135	41752.58305	42338.12083	29192.63933	48971.36422	33202.6936	39877.54723	50800.0164	37248.26211	37097.28494	36342.05726	40120.32471	34886.49604	19986.29581	31899.0865	45924.97443	43420.06313	46361.30039	39334.05629	45366.62457	50397.34197	37944.3721	29990.79813	39794.01696	31659.03946	31652.79002	37198.66219	39364.04915	43440.42634	44716.40864	41519.00961	36409.51106	34436.68533	41908.15634	47866.87081	40059.12259	40482.98795	38200.07451	38589.5978	41683.10885	32439.13205	35455.34412	42051.52601	41095.09621	39020.63215	44234.91027	39340.17285	35637.66536	39888.95131	51087.53684	37539.07398	40090.66055	36410.00499	41004.35873	51070.37249	34743.71171	29033.13121	41037.48951	38822.65826	29342.28933	40926.02509	38495.25414	39886.78151	41500.20891	46874.31482	37224.23428	32353.64512	42760.46666	48579.52343	43418.04662	40549.29546	35308.94102	35647.85526	41258.58452	31282.14456	37662.44824	43049.0977	40791.42951	40040.56059	47012.82561	38739.93921	38315.59681	37119.44936	52176.148	37691.65705	25822.8446	24812.76753
240	300	19953.63638	31263.20371	39018.75262	41694.99864	38791.52015	31655.69672	48623.81566	42972.67895	36209.11571	34932.72988	35700.04599	32775.22914	37683.33614	26381.63216	43537.60174	36431.59332	27230.34597	20253.52121	36248.33218	40083.87021	42178.95889	38339.44505	32604.81508	46020.53336	42685.40217	32023.83137	34958.9425	42965.84769	37744.67983	45924.57305	22571.28771	26405.77265	31816.8096	37178.74466	27892.4952	24268.84046	27046.07393	43461.66012	45080.60369	36711.92698	48822.97153	34429.83723	36184.80395	39418.76181	39132.58953	38698.88909	40715.1306	41329.43902	45925.83748	43373.92105	42118.17567	36350.99793	34942.98871	43845.46356	37423.13675	40385.79362	40804.18616	29324.47487	45198.18436	34738.38034	39775.50204	44685.43528	38468.58667	36627.78889	33640.17788	38776.75034	33464.39848	19670.14463	35595.71655	44528.48335	41619.86148	40909.10976	44936.67519	32532.5102	46603.18354	35080.35656	36023.85797	40374.98915	39849.97561	36965.55488	44058.04965	39513.53151	43800.07533	42313.02296	42466.6752	35760.42557	32185.77503	42328.28194	35623.52322	39640.45217	40387.64596	27764.76489	45685.68686	31901.20579	37334.21373	45489.93814	35822.60685	35272.0076	34051.96831	37696.48709	33167.35621	20865.59729	31076.2834	42432.49965	40363.70932	42440.17718	35253.75061	41783.44531	48151.28233	36345.80502	29398.4045	38067.01268	31145.46423	29392.44494	35521.88734	37937.34327	40397.1534	41038.82156	38691.68017	35433.05248	32397.75654	38773.97064	47278.47557	37439.75115	38504.73164	36545.03752	35549.81481	39159.93174	31167.05706	32874.00264	40033.4468	39294.31242	37007.68867	41882.05537	36393.09607	33916.09732	39262.11551	48515.90567	36456.75844	37116.75028	34341.37189	37938.62633	47576.69125	36489.7008	28074.59102	38266.9301	36749.22219	27582.99739	38608.11295	36321.16785	37688.40566	38905.37002	43425.45534	36120.4179	30216.00756	39909.40995	46299.75905	40217.6497	38471.93356	33129.99179	33981.40405	38692.36153	30541.6108	35282.0171	39614.43929	38460.66886	37355.99559	43516.95198	36596.55715	37716.83234	36234.94696	46525.44364	35741.58584	24698.28096	24398.07212
300	360	18348.98547	27703.1177	35962.59308	38383.90968	37113.3391	31561.11339	46109.38569	41541.8067	36305.15255	29922.87593	33334.33621	30105.14959	33553.83697	24122.8986	39528.07718	35020.12083	25147.71754	18261.34301	29744.076	37232.31905	39317.30874	35986.55621	32081.8895	42978.14807	40384.6162	29812.54252	33026.29224	41166.13002	35703.32836	42841.39922	20916.33611	22507.89881	27606.83879	30634.49201	25080.23282	21741.89572	24992.4006	39731.79786	40422.19412	35073.27026	43679.70611	33009.44163	35173.58522	36307.12494	35736.21912	34585.97469	36797.01054	37416.48079	40519.87833	39492.92022	38809.23125	34151.21011	31998.01142	39322.08848	33606.42241	38073.06869	35837.0893	27608.60368	39951.57788	32337.89541	35498.69327	40501.471	35714.7942	33765.15319	31675.93704	35297.3672	31175.90977	19069.45975	33689.3702	41655.48937	38749.18562	36586.26802	40502.75657	30865.03943	41618.17899	33136.42882	34079.29302	37378.73529	37453.07202	33278.18053	40196.87263	34921.71724	39330.28059	38086.54114	39384.32414	32873.36164	29175.63236	37283.25127	32490.35901	36578.87806	37197.98674	26093.45184	40912.06806	29365.7848	33856.72034	42574.64383	33052.72065	32738.59906	31752.2808	34121.73366	30568.84289	20679.00439	29173.57679	38644.93393	37558.10649	38142.55673	31148.07139	38317.90877	42324.04564	34505.68514	28054.4178	33859.40396	28876.46945	26782.29583	32448.63687	34639.16704	36909.55777	38476.81307	35644.72694	32738.93888	30120.33247	35866.41367	40930.03077	34942.05598	34324.66074	33878.14736	32710.11952	35047.37432	28325.30755	31392.67533	36396.47821	35602.05713	34101.05429	37268.40273	33053.95238	33423.3469	36651.71214	42827.75012	34545.95522	34298.36375	30329.72751	35452.1071	41824.48463	33377.91711	26965.95468	35190.44103	33505.75433	24890.97849	35152.29925	33333.75503	34625.61798	34992.8505	40041.26814	32954.03735	28311.10872	36461.1733	42318.36166	37085.39925	35718.87948	30758.23825	30780.78054	35043.19259	27672.43786	32800.60778	36283.16279	35246.89981	34649.28514	38660.16495	33140.48569	35477.77501	34594.12782	41344.0472	33115.31342	23292.32981	22625.31603
360	480	17034.05127	24370.65312	31975.11511	34273.81715	34197.01614	29248.99036	40991.05054	37327.4104	31484.51685	26032.34594	30408.89417	27932.4356	32832.32638	23327.06426	35328.66464	31905.73881	21670.51781	16996.71779	28492.95584	33161.32783	34958.76619	34301.95386	30185.84261	39756.23154	36169.16245	27348.97944	30066.81325	37163.13931	32600.20528	38462.59492	19308.46546	17466.42738	22827.81171	24425.77675	20438.24184	19466.67357	22507.69787	33891.9776	34813.5698	30899.81237	37977.37928	29172.15883	31818.97219	31845.89498	32730.47663	30360.6645	32265.16036	32017.58051	34729.30807	34245.79853	34064.77031	31534.28908	27662.49058	33620.43135	28364.48152	32487.96647	31981.22113	24662.38149	34247.36516	28677.09255	31437.39181	34926.50901	31132.22657	29981.90597	27673.96927	31291.15238	27992.62129	18890.1646	30599.88049	34784.55582	33520.72645	32379.45455	34200.72605	27395.71511	36189.46196	29402.22158	31329.97591	32693.06937	33318.45022	29571.52748	35369.87466	30825.64889	33798.82751	33805.5976	34586.36801	29040.18324	25700.49875	32165.97052	27829.42639	31458.83808	32487.55189	23860.84111	35103.50478	26387.5282	30295.17719	36705.23401	29517.39685	29295.34328	28002.98736	30124.13459	28260.47012	19773.44396	27185.8218	34499.83745	33178.74352	32998.12509	27317.66569	32796.51877	36492.74223	31495.18952	25692.10993	29876.05065	26335.36029	23365.4582	28503.86325	30952.08639	31816.95701	33647.70645	31624.37211	30435.5626	25812.96021	30491.56729	35382.31862	30545.39835	30208.49845	29906.33062	27516.27383	30447.69735	25199.15722	27637.91569	30852.67338	30800.18901	29231.3826	32763.32283	29011.43025	30814.96867	34677.27225	36110.35594	30570.23956	29341.72965	26737.23373	30537.76381	35936.12506	31141.73713	25179.65283	30621.07683	29922.35815	22328.12734	31257.08508	30409.85397	29817.86756	31403.17717	35119.31516	29252.11208	24659.48903	30960.74529	37300.42899	32166.54939	31079.61829	27700.82856	26650.41005	29948.19029	24990.74522	28731.32154	31549.60075	30643.99886	29356.60379	33423.67702	29111.84945	32001.95558	32491.38254	35611.01964	30732.10279	21304.19187	20841.69463
