frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	7.66089	32.38549	15.16297	15.52367	5.39983	19.40375	15.24034	5.38462	32.37879	14.39716	19.73104	34.40887	36.08195	4.07903	32.96487	21.34299	55.50885	2.93054	4.62186	3.82955	13.48305	15.04133	9.82371	3.98861	13.06102	11.75996	18.18758	11.28048	4.15429	54.45831	5.94435	6.88059	0.22794	9.58782	5.23276	2.91904	4.34286	0.64099	11.31492	7.12363	3.45358	10.17241	5.5368	7.67204	6.13233	11.23597	11.05433	13.92192	6.87375	7.02287	7.291	9.13239	10.21392	3.15132	12.42559	5.68932	38.91821	3.91379	4.84927	8.51867	16.36648	8.93942	17.65431	11.33362	17.8274	11.98368	4.57899	14.74085	9.54935	3.9885	12.24362	15.64326	12.08712	9.6519	14.65612	4.80571	6.2437	4.69307	17.72628	8.87642	23.48545	8.8787	11.7448	11.46077	11.83756	11.42973	16.44003	12.18434	10.50299	10.45687	7.38569	11.52888	15.90945	8.92635	5.67783	12.39119	13.07166	8.29528	13.4691	10.01293	7.68522	10.85127	12.59038	4.00864	9.95842	11.65545	19.27964	6.99346	1.74272	13.44412	7.26283	35.22128	7.50894	11.06821	10.2652	14.44659	4.55596	20.22098	7.2416	15.70296	11.57396	4.06783	14.92752	5.0299	37.88115	4.06715	8.84486	6.85427	3.77484	11.01178	9.89492	15.12944	25.408	12.34242	6.66123	11.58349	7.14663	2.72648	20.02914	11.57703	12.38446	24.00525	13.28465	5.28912	8.36783	4.80603	10.62079	9.40067	18.74963	3.28401	6.77745	8.09274	11.64622	7.05756	15.96908	18.11604	28.85962	8.02318	3.82778	7.91751	7.66047	14.03064	3.51847	24.4187	7.51372	4.38282	11.55918	10.66279	7.72592	13.59368	5.3898	2.27103	29.40454	13.51369	15.8663	9.2429	9.71368
30	60	848.87635	2293.74547	2451.92649	3119.68878	3451.92431	2463.2228	3624.42083	2839.63136	3049.37567	2573.41116	2755.91662	3263.19926	3342.24775	3626.96579	3571.58095	2964.50556	2665.82454	1856.25115	875.53743	2617.01706	2347.78214	3152.65783	3424.16861	2579.35583	3548.13339	2851.19155	3114.88247	3194.39552	3280.79219	2710.09364	3735.87143	1921.54028	642.7829	2980.52123	1527.93308	2603.02428	2239.62671	1460.08638	2022.4937	3201.05059	4261.60273	3661.6751	3628.1631	3550.8512	2972.07605	2730.69228	3048.69015	3464.83709	2825.89932	3056.00359	3365.46878	3985.87338	3028.73269	3227.44915	3217.71564	3957.48758	3224.33661	3561.79034	3968.70304	3038.94672	3949.40825	3130.08863	3372.77199	4026.19343	3293.10052	3238.25711	2627.21839	3876.24537	3279.65016	3635.29288	2671.02813	6110.89742	3810.90835	3714.53508	3682.25162	3145.74686	3433.57198	2831.83549	2739.05632	2951.13414	2939.78917	3171.71374	2781.59115	3412.06087	3116.74206	3424.04116	3156.99168	2931.86125	3026.87494	3837.72192	3355.4457	3663.91395	3466.01442	2890.58173	3893.35191	3009.6282	3247.27159	3583.67093	3325.82361	3453.63198	2478.65645	3771.15311	3283.73575	3492.90303	2986.97077	5328.6193	3936.68926	2766.29825	2514.70376	2884.71226	3135.32067	2450.60379	2231.79771	2237.2641	2247.60457	2175.9081	2609.49088	2255.13413	2633.41958	2854.54783	2657.88264	3283.43482	2339.01716	2931.38401	2603.70897	2917.90042	3004.11274	2698.68176	2482.59781	2439.82557	2569.81017	2766.28107	2559.30337	2625.06459	2343.50208	2925.20614	2415.75273	2875.94858	2710.99774	4828.91821	2510.12304	2689.22891	1952.03043	2501.9124	2942.40169	2221.95262	2042.06053	2543.41313	2386.11463	1891.34963	2715.73235	2483.11607	2496.28616	2548.45207	2498.93096	3177.92303	2242.52236	2626.01176	2647.03565	3013.7496	2865.35512	2692.93384	2381.16553	2507.27837	2353.44157	2400.80287	2711.97524	2734.04289	2207.98977	3083.05984	2215.59362	2993.69228	2554.95112	3257.74963	2487.86325	1577.38142	1564.82388
60	90	3452.07129	10814.24065	10792.70326	13650.29177	15519.39209	10390.45742	15864.8215	11850.23304	13220.58078	10722.17781	10640.41526	12680.29407	11861.2882	11851.79534	13365.09291	11586.94306	16170.7092	9000.11781	3508.72775	10017.84678	11130.84425	13974.90071	14513.8642	11231.01229	15946.65137	11980.80128	12101.31217	11332.31579	14760.53935	11745.60316	12434.63343	8342.38229	2337.56763	11231.68801	7227.5112	11430.24719	8877.53343	8706.46907	6405.99959	14459.05859	15996.88369	13793.4141	14863.8848	12992.33927	12745.93122	12616.24335	13042.31061	14036.95597	12503.0939	13279.68426	15011.18653	15029.24474	12918.59135	12050.90207	12805.54151	16351.40126	14312.31152	14546.24494	15494.19323	12430.62833	17195.08401	13851.17185	15072.66692	15102.36393	14180.46251	13971.05512	11283.49442	14486.22878	13675.37405	14626.26553	11569.9953	19238.79371	14576.32957	15178.35057	15681.54421	13378.06567	14985.9339	11581.03254	12178.87112	13072.57883	11914.32581	14473.88002	13226.14414	13894.12181	14258.4876	14550.63824	12925.32029	10949.42931	13110.91508	15431.73014	14934.92539	14597.33558	15639.70416	12171.62226	15948.60516	13138.50585	13998.19817	14623.07309	14490.96127	13802.12409	11744.67362	13778.69431	13621.19398	15114.29739	11151.79852	19837.9258	14653.55077	11286.9087	9523.08303	10686.07024	12944.97557	10376.13355	9077.10904	10732.07306	9803.66865	8446.2832	11723.76383	10049.14753	11941.98175	11828.21649	11189.04689	11940.18595	9748.07421	11757.53712	11226.64825	11903.77849	12168.47573	11748.02774	10667.7934	10963.27833	11350.46856	9634.6445	11080.03202	11539.22356	10293.69667	10533.62559	10515.0186	12958.93344	10270.08926	15465.53619	10891.92798	10818.56554	9082.58218	11126.25822	13648.53561	10037.4658	9135.27902	11275.32277	9464.73073	8719.00955	12034.98499	9982.93712	11559.72017	10887.05995	10556.66977	10969.88869	9780.76832	11296.11092	12841.69088	12108.85968	12463.58423	11537.318	10432.62204	11046.80796	10555.93544	9050.83479	11384.40304	11287.26775	10605.41235	11555.26062	9505.47481	15020.68661	9886.96898	14287.62089	10676.77876	6696.27077	6313.72673
90	120	6923.73921	21072.48486	21805.27864	27383.00223	30452.20795	20709.83862	32125.12577	23661.9115	25870.56334	20398.26969	21167.37178	24432.29937	21412.79525	20966.32178	27729.60374	22422.61876	26767.83412	15558.5177	6874.397	20425.87597	21953.90847	28783.454	29116.70469	21666.86452	30777.79765	23236.73482	23894.46624	22875.52596	28579.43298	23109.05716	26611.72717	14488.07815	6786.42529	17271.64525	12563.31565	21094.4586	14760.61848	14695.38422	13246.84743	29077.3375	30923.40182	28098.14313	30433.62929	24837.07181	25376.02288	25291.85525	26010.27243	28315.27322	24618.60751	26597.09089	28557.74798	29367.56635	25153.52024	23022.43895	26222.81672	30762.69555	29865.08798	28868.62869	31067.55554	24677.08541	32180.07814	27474.62783	29886.225	30138.15171	29013.45397	27527.58988	22298.73949	27383.37163	27086.34082	30047.51318	22390.92315	36432.17207	27278.72188	28827.1326	28122.42184	25831.90057	30265.82732	22269.80144	24894.75055	26390.64151	24857.10483	27331.88796	26042.01116	27314.10384	29264.61678	29276.86261	25327.22677	22075.42979	26118.3776	29096.93918	29247.11003	28103.72224	32433.28372	24208.70844	31741.7026	25931.18245	28575.69667	27860.44331	29207.32578	27553.15546	23190.31817	25897.55931	26618.42652	30111.16097	22702.67735	36903.09022	26597.94025	23333.28014	18998.54683	22266.67802	28749.95798	19762.45589	18808.47461	21809.21513	19092.69709	17685.08949	23498.99287	19772.25109	22864.99273	23700.3606	21767.6281	23178.66275	18893.44706	23397.17136	23104.9913	23695.17998	25126.31655	23746.54202	20653.77646	21941.89018	22473.86602	19032.51663	23156.0918	22815.1258	20679.59853	21866.42732	21349.51074	26879.15237	21073.86727	31586.24929	21304.53025	22238.18607	15917.41142	21526.40955	28034.44875	20881.02035	18719.88551	21950.70875	19920.79144	15976.97175	23981.95741	20175.90655	23680.87223	22449.21692	21396.09914	23281.75984	18475.53455	21424.61905	24590.10873	23750.64592	25498.35578	23934.5785	19262.01145	22384.64577	21549.4309	18130.36146	23037.64608	22606.99441	20897.9684	22109.71474	20032.30026	31414.81243	19518.59065	27794.23627	20472.73746	13059.64348	12468.41738
120	150	9810.32855	27262.03008	31390.49414	39348.6685	43157.81762	30869.07746	45310.06329	32871.95079	35100.5735	27219.84523	30541.24519	33339.03855	30790.63351	29709.03321	42728.48953	31779.77421	40080.35544	21103.56129	9568.58453	26812.24626	31219.61428	40835.47369	42269.78156	32336.98912	43674.63605	33342.54605	31968.45551	29927.50467	38022.33171	31903.67461	35223.16066	22140.47093	7466.59017	24753.33186	18452.62518	26920.75183	21830.77264	18361.76289	17604.76612	41532.25789	42704.64787	39453.96977	43331.63076	32639.94399	35382.92043	34945.16101	37287.61373	39543.24569	35400.932	38810.59566	41475.47583	40498.87735	36605.25916	31323.39626	37105.79051	43823.18979	42585.77351	40946.74249	44070.82476	35007.87357	45661.39673	39185.10928	41654.7947	43777.94426	41794.30678	39124.96133	32557.78124	37609.25691	38906.97191	41218.733	32851.77881	49630.90528	37097.53977	41092.31993	40061.28604	38054.69332	43224.69769	31128.2733	35447.9543	36983.58927	35369.65919	40271.17667	37354.49677	39141.459	41292.42155	40754.00974	36624.20477	31815.87427	36711.0154	41867.34633	42239.75991	38865.09715	46307.20609	34683.27625	43854.14054	36666.05179	40607.61594	40031.62588	41679.97163	39218.30018	33155.58446	36163.23568	37906.14283	43189.1437	31407.43039	48419.61327	36780.78863	32115.62981	26592.23728	30946.14077	40781.1055	27170.5193	25961.02887	29661.09967	27847.25196	24484.23762	33407.06837	28052.92422	33512.05047	32859.56534	31376.24329	32869.15933	27610.32141	33030.01783	33810.80805	32925.02194	34718.58254	33319.06674	29508.41661	30780.96553	32031.15417	27778.61589	32618.56753	32907.79277	30383.46689	29826.50323	30136.8498	38275.30539	31796.04338	44965.12973	29948.83852	30622.25913	22783.7935	31500.79477	39944.40611	28198.32391	26646.7424	31737.49762	28974.41311	23052.13969	34422.64789	29317.22126	34284.92605	30311.38613	30600.25114	31321.39925	27289.8546	30933.34047	36939.07735	34239.67133	37549.00324	33661.76084	28265.8236	31625.80936	30730.91752	25668.53837	32798.57097	31724.00689	30647.88903	31773.88034	28320.34041	45419.20747	26272.17583	37017.46885	28706.83561	18320.48325	17886.22445
150	180	10603.59426	29021.24244	35549.54228	44706.31913	46436.98999	34215.8611	52327.57531	38961.11389	39357.87458	31933.96231	33370.88668	36585.26814	33730.51346	29444.34443	44166.94745	36776.30335	44138.82655	22072.34938	10632.71029	29394.17382	35397.00031	45804.04757	45801.9123	38122.05808	49927.92131	37742.96011	34448.06799	33332.24124	42916.67201	36699.99822	39449.40799	23778.02367	8746.99284	25326.9054	20733.56387	28789.96274	25329.26357	19750.61449	17060.61567	46836.69573	46022.33575	44557.63995	49128.2328	34690.13708	40180.62516	40513.05796	41527.11932	43869.38122	39959.83346	42862.60196	45382.89337	43892.51211	41641.55659	33281.52675	40424.4311	49143.35382	48607.35627	45520.04092	50268.2487	38857.4408	49949.70481	43253.56656	47090.49286	46231.33527	46480.38434	43166.3765	36374.87113	41504.43586	43132.03715	46003.44705	36583.68628	53883.48412	42398.87426	46548.86067	42932.02094	42922.14996	49314.48241	33543.9966	40188.41652	42583.25484	41273.19892	42902.90137	43177.48151	42781.84863	45449.8295	43582.13164	41358.7295	35461.68565	41031.92715	46345.10537	47515.87955	42994.24293	53254.30587	38070.57112	48887.98297	41546.30903	44950.49093	45482.19022	46530.43177	43425.9242	36831.05985	39800.3059	42490.0791	47877.98492	34610.31403	52625.5799	40488.73892	37003.09916	28440.65431	35275.2893	47079.39955	30922.14829	29390.04526	34889.12265	31203.46198	26733.91794	37901.8217	32042.80408	36418.88782	37098.13408	36293.254	34852.98029	30715.3239	36739.50267	38885.98535	37427.62687	40538.21416	37575.76199	33179.86798	34956.10706	36499.6458	30414.1669	36671.06257	36269.63991	34124.24802	33611.67039	34633.66493	42638.36986	36074.00573	49230.13989	34097.70203	35283.38543	25388.33959	35938.98981	46213.07636	33243.70754	30514.12291	36523.93571	33650.90528	25928.51732	40064.31333	32073.20403	37415.44375	33123.59629	34985.74565	36119.94498	30153.16006	34538.03222	42125.42184	37974.17546	42380.22888	37501.11033	30887.9944	35404.95455	34199.14823	28857.57884	37058.36728	35544.94396	35003.70537	35649.7624	31711.29097	50913.58008	30763.83813	41810.07825	32692.56428	20696.83044	20235.51734
180	240	10517.53713	29965.44851	36151.49182	44613.99094	46902.05021	35008.23808	52504.05157	38268.25263	40330.46818	31010.60246	33989.03335	36064.09677	35032.59667	29149.74504	44100.55794	36692.01427	43490.1046	19722.34535	10396.62863	28653.10545	35890.60308	46064.79378	46674.1806	37020.60142	52066.40422	39565.54575	34891.47947	34807.81388	44663.46615	37198.82031	41487.65361	21641.6025	9715.08757	25925.31267	18810.35803	30197.13505	24952.01712	19239.56336	18631.82125	45089.1098	46111.72353	44279.34034	48556.28825	35400.5058	40371.52896	40725.65991	42136.74351	42460.74442	40479.4894	43973.93675	45643.69985	44287.84768	41851.97339	35558.48799	41269.60974	48856.69503	48370.05896	45581.66192	50711.8031	39451.64393	50084.92169	42929.18372	46496.88587	46562.25274	46773.8168	43034.85377	36912.19092	40836.09705	43160.39021	45347.34263	35624.24257	51496.30887	42028.44139	46336.77089	43156.87497	42994.7917	47953.35449	34008.14767	41160.93725	42602.74022	41216.75135	42064.31115	43351.85742	43425.58749	46473.14097	43962.67934	41311.77139	35263.82695	40171.28412	46191.5323	46731.67354	43304.93565	52996.12568	38264.07384	48433.02644	41860.34241	44830.65015	44367.57943	47054.33203	43372.60615	37390.9304	39454.14229	42663.65718	48854.57761	34212.46791	48857.14978	39740.10358	36887.52189	29738.85837	35888.69053	47254.97012	32821.56368	29825.14783	35014.2947	32054.22124	26350.81154	38800.08781	32426.40928	36964.91823	36975.4365	36570.09881	35735.33143	32012.10331	36699.85338	38932.93281	36734.86718	39727.72169	38488.52148	33708.04623	35251.50992	35808.29626	30229.93049	36946.81058	36782.2376	34668.1127	34045.89138	35043.05061	43437.0199	36328.64876	46897.21193	34846.33686	35514.91232	25410.05738	35658.95805	45224.47305	34026.15982	31377.10427	36705.04996	33530.1931	25091.17638	40300.07935	32741.85782	38701.44068	33840.22858	35104.62124	35771.44174	30306.41957	34700.09062	41733.75065	38025.23767	42373.60314	38477.10053	31381.71624	36442.92863	35227.89609	28816.95056	37770.27491	35896.05283	35169.98281	35440.10313	32450.37659	52059.00929	30792.12575	40330.24158	33134.92374	21035.14531	20566.65964
240	300	10366.89083	27180.07422	34762.88028	42899.65927	45160.54162	33355.41257	50313.4254	35921.24055	37714.57205	28643.22292	33035.13508	34291.66253	34175.4837	27195.59613	42188.02015	35336.32352	42302.88883	17613.1144	10288.22263	27716.89647	34601.14591	43964.48847	44332.50276	36938.35434	50000.73045	38161.49904	33056.35489	33005.43751	42183.72334	35712.37865	39805.10874	19252.63449	9146.96582	19641.80324	18989.71731	26943.80831	23285.9408	21174.426	17272.0514	43306.61035	43103.20942	41711.13972	45349.75687	34886.59694	39530.10978	38502.62111	40749.97557	40677.90118	37910.4196	41847.39732	43190.70003	41828.097	40387.56408	33980.7209	39039.63716	46300.87637	46206.31352	43253.19085	46669.50679	37227.0493	46789.9107	40738.57158	44205.14129	44550.43151	44285.91139	40898.24339	34806.72965	39042.11673	40554.36326	42178.70268	35410.53837	48122.65257	40001.96798	45084.31284	40920.79024	40629.11915	45339.30432	34326.22342	39939.05412	40424.68123	39928.38022	40222.90845	41265.12653	42092.89661	43366.74116	42074.65028	39755.42039	34315.54774	39002.68772	43275.99741	44986.14626	41059.73788	48890.40757	36027.31317	46177.54278	38956.78496	42535.99913	42677.33299	44675.80813	41610.17259	35749.28866	37939.61158	40882.60809	45226.70203	34972.15497	47407.49953	38169.737	35315.37091	28131.3951	33949.40765	43602.116	32919.74701	29691.62482	33575.61045	31590.85987	25440.03149	36409.17391	31889.49127	35300.85875	35975.3447	35298.87603	34213.65798	30692.68547	35726.28197	37936.76552	35553.95327	37533.83103	36419.87924	31658.56108	34014.65189	35193.54973	30217.66367	35299.84032	35357.78866	33012.40988	32555.74906	33534.68981	41746.20504	34467.38796	45018.7124	34054.15285	35633.56113	24962.09484	34525.46736	43505.4437	34375.07883	30707.04499	35544.98624	33227.11906	25030.22569	38755.68474	32275.89578	36102.11169	33056.82129	34124.62378	34400.00665	29745.23232	33030.27501	41193.95857	37241.96009	39959.57092	36191.0552	30591.57661	34587.50815	34084.14943	28723.02825	36427.59765	34499.70572	34428.60754	34499.44138	32040.9772	48767.9873	31820.75127	38999.00162	32174.69929	20995.35418	20385.14077
300	360	9742.44222	26418.21995	33126.86357	39772.26865	42468.47843	31513.94632	47917.56376	37892.13375	35937.80905	26708.32645	31835.20407	32833.08608	32961.94246	24988.47719	42377.33704	34767.79321	38767.97222	16304.4642	9921.47286	25305.15884	32960.21774	41173.45582	42876.77727	34951.03738	47765.99143	35929.87964	31553.62439	32509.14709	39962.40151	34629.54853	36121.09713	18340.65807	9402.3623	21502.88791	17638.4248	22851.85545	22426.28387	17937.37696	16407.32567	41072.44691	39614.54419	39109.78368	41498.15011	32945.50898	37556.56435	36125.00959	38555.2892	36859.87554	35324.44593	39128.22381	40067.15042	39827.75636	37441.27079	32508.18376	36238.6493	42728.83753	42759.95261	40101.81862	42465.43524	34821.40238	43187.93139	38369.40012	40691.74219	42397.176	41436.22587	38232.90619	32532.04064	37574.92829	37748.87515	38909.08855	34566.47578	44276.74881	38132.24192	41122.11277	37868.68637	37305.56956	41346.19349	31410.14472	38257.25721	37622.8684	37761.63093	37746.88958	38289.40041	38980.46077	40925.6816	40240.48631	37395.78943	31033.86204	36041.42296	40744.9041	41716.10585	38221.90861	44791.39708	33685.2637	43404.53411	36392.35822	40176.80108	39818.42622	41777.88382	38386.4049	33311.02396	36026.92761	38052.33798	43781.87817	32926.56753	41430.42116	36639.09377	33646.56863	26825.16836	33020.38448	40763.74478	31098.40502	28486.89878	31923.49337	30079.27903	23943.67252	34749.56072	30435.86187	33221.07	34535.27876	33363.14128	33678.74862	29286.72676	34645.53072	35409.78299	33241.73624	34700.8874	34145.12688	30521.94949	32414.21897	32664.59357	28823.29011	33748.69253	33685.29271	31194.64382	31331.81213	31808.37178	39405.75037	33160.59304	41271.09423	32350.16067	32703.9441	23773.10403	32748.80732	40023.82738	31329.56278	29966.30182	33377.20288	31247.79312	23695.91302	36039.01383	31145.67174	34477.68719	32334.84781	32263.96017	32602.90654	28130.24379	31760.05573	38432.07251	34590.87633	36732.4149	34395.44299	28683.7091	32871.57107	31988.71073	27620.72701	34320.22281	33118.09496	32151.69664	33003.2418	30138.93428	47402.33893	30629.71351	34791.64248	31591.5434	20265.58394	19864.7796
360	480	9217.34245	23575.0302	30275.98197	35482.28704	38427.54526	27842.95739	43656.99744	34824.88193	31631.68925	24455.22446	28730.89559	29377.1327	31404.73737	21903.46657	35719.6629	32792.29632	35986.3393	13912.47908	9099.63219	23921.70404	30884.38295	36548.95984	38476.14825	30659.65244	42408.72319	34584.35896	28811.0257	30608.84402	36622.35651	32000.79544	36256.73575	14440.47444	8272.50895	17411.6689	17094.80378	21069.91048	20177.05673	17611.73623	16341.98477	36103.16729	35450.83105	34416.56856	36340.44825	31484.19162	33957.60883	31759.73355	35000.68461	32727.37147	30875.62723	35084.69939	35782.40836	34788.47647	34029.2486	29293.82499	31976.28505	37024.77969	37175.42711	35594.27666	36900.39519	30532.39565	37733.28485	33565.49968	35744.59437	37814.46201	36210.13978	33647.60068	28638.45631	33636.22648	33532.87779	35437.90343	30698.06141	38254.69481	34484.19602	37038.28232	33816.00253	32748.0936	36965.4798	28895.35261	34577.39823	32877.01811	34304.27643	33227.33178	33769.0116	35148.45381	35623.72689	35213.90735	33708.03305	29973.64904	31422.98793	34956.19727	36331.83726	33133.36644	38863.95527	29040.54573	37297.27017	32065.69387	35168.49514	35755.70581	36348.54595	33707.43617	29303.07001	32417.40829	33450.34652	38098.02325	30640.23812	37418.19526	32912.41786	30334.76748	24767.72106	29276.10726	36213.43272	30294.75622	26322.44695	28776.04792	28199.63866	22575.55956	30792.00622	28238.36606	29762.6996	31024.41513	30630.24917	30146.98423	26818.29158	30152.91112	32640.38693	30601.26129	31269.58638	30320.8124	27302.68738	29149.68732	29597.0825	26893.00738	29997.20943	30465.00579	28231.31302	28988.65962	28854.174	35744.6838	31016.23961	36410.68878	30355.13794	29917.43593	22070.79251	29669.75957	35993.43904	30254.17064	27948.57957	30226.91909	29438.23573	21920.34781	32817.50722	29317.84643	30358.2832	29065.78647	29967.30239	31127.57003	25437.52954	28636.04352	35244.31571	31202.18519	32400.40586	29978.93318	26665.72506	29481.88465	29299.18833	25409.8393	31320.75931	29874.84076	29205.38382	30227.85511	27590.41612	41584.35423	29354.50936	32412.55382	29138.02591	19571.68314	18851.18405
