index	name	volume-mm3
203	parasubiculum	82.0
211	HATA	70.0
212	fimbria	98.0
215	hippocampal_fissure	84.0
226	HP_tail	530.0
233	presubiculum-head	161.0
234	presubiculum-body	157.0
235	subiculum-head	214.0
236	subiculum-body	205.0
237	CA1-head	692.0
238	CA1-body	106.0
239	CA3-head	119.0
240	CA3-body	100.0
241	CA4-head	164.0
242	CA4-body	113.0
243	GC-ML-DG-head	176.0
244	GC-ML-DG-body	115.0
245	molecular_layer_HP-head	385.0
246	molecular_layer_HP-body	210.0
7001	Lateral-nucleus	752.0
7003	Basal-nucleus	511.0
7005	Central-nucleus	46.0
7006	Medial-nucleus	9.0
7007	Cortical-nucleus	25.0
7008	Accessory-Basal-nucleus	302.0
7009	Corticoamygdaloid-transitio	182.0
7010	Anterior-amygdaloid-area-AAA	35.0
7015	Paralaminar-nucleus	43.0
