global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
592.1720975716538	n/a	350667.79314241227	n/a	1148.070002216655	n/a	1318064.72998975	n/a	465.5906576247082	n/a	n/a	216774.66046740825	462.9357916742314	n/a	n/a	n/a	n/a	1.349350539341259	n/a	1.820746878020547	n/a	-0.622970992656434	n/a	n/a	0.3880928576913427	7.510658165313359	n/a	56.40998607618823	n/a	-0.000754802578072	n/a	5.697269318641377e-07	n/a	0.0334175086115891	n/a	n/a	0.0011167298818056	0.0158320428281896	n/a	n/a	0.0002506535801136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6742.309663904547	6150.137566332894	45458739.603980646	37824192.084819086	11516.178946066691	10368.108943850037	132622377.51782972	107497683.07154313	5504.753685822202	5039.163028197494	25393164.02475254	30302313.14157312	5449.495882106501	1.624372	829.6604	0.0	1.0220396130669148e-16	1.349350539341259	0.0	1.820746878020547	0.0	-0.622970992656434	0.0	0.0	0.3880928576913427	7.510658165313359	0.0	56.40998607618823	0.0	-0.000754802578072	0.0	5.697269318641377e-07	0.0	0.0334175086115891	0.0	0.0	0.0011167298818056	0.0158320428281896	0.0	0.0	0.0002506535801136	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14316.860116558457	7574.55045265391	204972483.59710225	57373814.55979955	24060.037715403563	12543.858769336872	578885414.8666419	157348392.82506955	12535.15452514556	7030.400839323357	49426535.961558565	157130098.96927717	12350.602079894164	2.05363	1048.907349	0.0	1.0220396130669148e-16	1.349350539341259	0.0	1.820746878020547	0.0	-0.622970992656434	0.0	0.0	0.3880928576913427	7.510658165313359	0.0	56.40998607618823	0.0	-0.000754802578072	0.0	5.697269318641377e-07	0.0	0.0334175086115891	0.0	0.0	0.0011167298818056	0.0158320428281896	0.0	0.0	0.0002506535801136	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22467.173227926927	8150.31311136847	504773872.8536765	66427603.8133448	36837.82536048841	12777.787645084843	1357025377.2898428	163271857.10288292	19331.69091838396	6796.536393238401	46192906.944614045	373714273.7639289	19029.62198726911	2.301835	1175.680176	0.0	1.0220396130669148e-16	1.349350539341259	0.0	1.820746878020547	0.0	-0.622970992656434	0.0	0.0	0.3880928576913427	7.510658165313359	0.0	56.40998607618823	0.0	-0.000754802578072	0.0	5.697269318641377e-07	0.0	0.0334175086115891	0.0	0.0	0.0011167298818056	0.0158320428281896	0.0	0.0	0.0002506535801136	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26859.22833011893	4392.055102192004	721418146.4894633	19290148.020690814	42608.48172919984	5770.656368711432	1815482715.267557	33300474.92574981	23310.775038161966	3979.0841197780064	15833110.432269512	543392232.8797951	22890.02018531432	1.838149	938.848938	0.0	1.0220396130669148e-16	1.349350539341259	0.0	1.820746878020547	0.0	-0.622970992656434	0.0	0.0	0.3880928576913427	7.510658165313359	0.0	56.40998607618823	0.0	-0.000754802578072	0.0	5.697269318641377e-07	0.0	0.0334175086115891	0.0	0.0	0.0011167298818056	0.0158320428281896	0.0	0.0	0.0002506535801136	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26613.95185511162	-245.2764750073111	708302433.3461993	60160.549192012106	41522.60786403389	-1085.8738651659514	1724126963.830329	1179122.051050443	23579.078246885776	268.3032087238098	71986.61181149224	555972930.972762	23097.464275245537	1.544764	789.000366	1.2533357495186814	0.4782419434794186	1.621699999701292	0.2723494603600329	2.62991088903117	0.0741742285584011	-0.4412798649846081	0.1816911276718258	0.0330116658746597	0.1947279192408339	7.2317005352087165	-0.2789576301046423	52.29749263093804	0.0778173593935984	-0.0067264505322696	-0.0059716479541976	4.524513676306998e-05	3.5660579288872385e-05	0.0367803698251785	0.0033628612135894	1.1308835541864003e-05	0.0013527956044769	0.014759801368333	-0.0010722414598566	1.149701748235414e-06	0.0002178517364326	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25626.111316664428	-987.8405384471916	656697581.2140766	975828.9293996376	39405.862964520304	-2116.7448995135856	1552822035.9785528	4480608.969616779	23245.89152654877	-333.1867203370057	111013.39060893004	540371472.864072	22764.347195910203	1.317862	673.108459	0.7323674578680831	0.4016077515457815	1.3353581344201757	-0.2863418652811162	1.783181347162132	0.0819916638126689	-0.4834054121528766	-0.0421255471682684	0.001774561724226	0.2336807924986924	7.0057692109599685	-0.2259313242487479	49.08080223723466	0.0510449632767928	-0.0093512665139539	-0.0026248159816843	8.744618541499553e-05	6.889658937705319e-06	0.0363625069689999	-0.0004178628561786	1.746093665737417e-07	0.0013222319130705	0.0142431057827969	-0.0005166955855361	2.669743281124949e-07	0.0002028660623399	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24435.91071678256	-1190.2005998818677	597113732.5585688	1416577.4679591577	36218.64402309539	-3187.218941424915	1311790174.8717034	10158364.580577755	22694.404070818862	-551.4874557299081	304138.41382744734	515035976.12959975	22179.073456173915	1.122488	573.319519	1.5651389185200173	0.7459141436994178	0.94933755351488	-0.3860205809052957	0.9012417905136176	0.1490118888824619	-0.3293924489633184	0.1540129631895582	0.0237199928304282	0.1084993854340523	6.441112893874575	-0.5646563170853938	41.4879353116373	0.3188367564244407	-0.0121357915054625	-0.0027845249915085	0.000147277435464	7.753579428335965e-06	0.0326541105620239	-0.0037083964069759	1.3752203911272489e-05	0.0010662909365968	0.0115270460344861	-0.0027160597483107	7.3769805563941185e-06	0.0001328727902811	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23102.321313244352	-1333.589403538208	533717250.0603843	1778460.6972293933	33180.667424114254	-3037.976598981135	1100956690.7096767	9229301.815956984	22082.50527845687	-611.8987923619934	374420.1320940659	487637039.3730755	21561.0383387556	1.118518	571.291504	1.7693759579560613	0.808049779435068	0.7296892222167344	-0.2196483312981456	0.5324463610192628	0.0482453894420599	-0.1193537521137386	0.2100386968495797	0.0441162541742696	0.0142453181436277	5.797556615785709	-0.643556278088866	33.61166271324064	0.4141646830675937	-0.0179696814129655	-0.005833889907503	0.0003229094500834	3.403427145286536e-05	0.0281785363157158	-0.004475574246308	2.0030764834216305e-05	0.0007940299088961	0.0079138571539078	-0.0036131888805783	1.3055133886734676e-05	6.262913505245766e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21168.820900713665	-1933.500412530688	448118978.3264917	3738423.84525634	29253.83264408962	-3926.834780024634	855786724.3684034	15420031.389611114	21492.023781566662	-590.4814968902065	348668.3981696989	461907086.227427	20971.241867691835	1.108277	566.061157	2.2605978944505183	1.0239439983560257	0.4509440387629979	-0.2787451834537365	0.2033505260958841	0.0776988772986572	0.037227307894085	0.1565810600078236	0.0245176283531736	0.001385872453041	5.205512997001776	-0.5920436187839329	27.09736556195441	0.3505156465427748	-0.0105465699918457	0.0074231114211198	0.0001112301385929	5.510258317035922e-05	0.0177187913465715	-0.0104597449691443	0.0001094062648195	0.0003139555667833	0.0146955614077442	0.0067817042538364	4.599151258650274e-05	0.0002159595250887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
