index	name	volume-mm3
203	parasubiculum	68.0
211	HATA	72.0
212	fimbria	72.0
215	hippocampal_fissure	90.0
226	HP_tail	721.0
233	presubiculum-head	129.0
234	presubiculum-body	162.0
235	subiculum-head	182.0
236	subiculum-body	263.0
237	CA1-head	630.0
238	CA1-body	144.0
239	CA3-head	133.0
240	CA3-body	123.0
241	CA4-head	143.0
242	CA4-body	136.0
243	GC-ML-DG-head	188.0
244	GC-ML-DG-body	167.0
245	molecular_layer_HP-head	338.0
246	molecular_layer_HP-body	253.0
7001	Lateral-nucleus	783.0
7003	Basal-nucleus	513.0
7005	Central-nucleus	41.0
7006	Medial-nucleus	7.0
7007	Cortical-nucleus	26.0
7008	Accessory-Basal-nucleus	307.0
7009	Corticoamygdaloid-transitio	182.0
7015	Paralaminar-nucleus	43.0
