index	name	volume-mm3
203	parasubiculum	86.0
211	HATA	122.0
212	fimbria	130.0
215	hippocampal_fissure	206.0
226	HP_tail	1228.0
233	presubiculum-head	257.0
234	presubiculum-body	297.0
235	subiculum-head	365.0
236	subiculum-body	410.0
237	CA1-head	1156.0
238	CA1-body	239.0
239	CA3-head	254.0
240	CA3-body	226.0
241	CA4-head	275.0
242	CA4-body	242.0
243	GC-ML-DG-head	319.0
244	GC-ML-DG-body	263.0
245	molecular_layer_HP-head	647.0
246	molecular_layer_HP-body	429.0
7001	Lateral-nucleus	1358.0
7003	Basal-nucleus	903.0
7005	Central-nucleus	101.0
7006	Medial-nucleus	13.0
7007	Cortical-nucleus	40.0
7008	Accessory-Basal-nucleus	522.0
7009	Corticoamygdaloid-transitio	310.0
7010	Anterior-amygdaloid-area-AAA	67.0
7015	Paralaminar-nucleus	61.0
