frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pc	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
480	600	39951.18343	39455.25673	45763.40312	45067.40516	36059.45785	37002.77908	44110.33993	35835.79297	49383.39267	43383.54482	38618.0777	32590.13691	39220.31491	51991.52617	39083.87687	44120.15131	39883.69452	36017.21861	36447.27812	40958.4524	44245.3961	33357.40625	43135.13002	34795.56342	39929.3121	40446.51628	46709.84728	30853.64012	36742.91172	38602.26807	35115.95977	48115.71771	42716.83129	38646.27881	34094.66563	46365.41016	40630.48198	46861.25693	39960.54592	44047.71604	36104.41985	36733.81844	40034.50391	42030.71815	45162.72018	29701.79102	44415.62067
600	900	31283.59208	32386.64406	33901.99622	38395.75818	27311.16935	31626.33909	31991.75751	29492.22119	39046.34263	33403.56331	33038.34924	29150.56934	33367.29077	38928.79392	32758.08708	35891.58552	30739.33227	31666.05368	33459.74414	35640.2646	36740.82992	29194.94609	36874.63102	29594.02308	31831.22484	30594.85384	38118.41405	24553.61439	30683.48742	29081.63675	28224.41113	38052.17287	32386.53476	31401.61711	27268.51758	38170.17578	31623.51602	35376.71089	31906.80147	32548.86996	27839.19372	32493.09795	31352.06752	35583.28146	37243.35074	28978.61719	36617.18001
900	1200	22685.90853	23686.74947	23203.67461	28779.31184	19241.59574	24903.90871	22289.99855	21748.67993	26112.14333	22371.82234	25135.54685	22344.80078	24811.74568	26643.22917	24401.67933	24758.31463	20514.23395	25311.63833	25478.36055	27479.23087	27878.40283	23923.78867	27785.92256	23053.02755	24914.35346	21262.51465	28371.59848	17441.12852	23199.52365	20419.47304	21816.43555	25634.56607	22562.36971	24297.17159	22282.02539	27336.35156	24723.87407	25400.02365	23975.19505	23166.06835	20584.10304	26726.10826	25949.40792	27267.4034	26956.80285	23161.87305	26979.15752
1200	1500	19071.20201	20129.31076	19293.54238	21138.96553	16912.8173	21583.59674	16128.14231	17005.73096	19362.68796	16717.99862	19143.21331	18823.0502	18431.69979	19960.62642	19554.96031	20183.57288	16403.08256	21308.42286	20626.175	22561.8765	22513.97764	20368.03984	22399.13664	17932.34545	19364.08294	16265.00814	20069.84438	14462.48234	19792.6364	15349.6832	17901.79238	18475.14891	16525.95898	17910.14849	19421.54961	18868.46289	17436.43618	18317.33243	18761.16468	18910.81291	15909.62101	20685.69231	20123.40681	21416.53792	20710.48438	21471.2832	21646.67062
1500	1800	15724.37133	16021.38195	14550.79889	17413.88572	12920.16813	18118.70135	12341.8934	14796.77136	15916.04032	13635.18221	16832.46531	14080.83604	16120.67482	14992.71207	15787.61786	17047.46459	13060.32804	18247.58768	16687.7041	18769.04904	17876.75808	18494.86836	18342.64697	14383.35837	15739.46278	13513.40332	16314.59484	12137.95911	16960.69241	12487.2151	14672.77822	14951.96092	13682.84919	15744.1768	14581.05469	17151.4082	13757.53064	14707.75681	14702.16976	15167.92636	12632.78833	17169.99453	16384.87849	17921.41122	16622.2873	18452.70898	17111.25417
1800	2100	13044.75106	12995.40579	12759.47734	14891.0145	11447.4692	15291.30157	11309.55245	12722.03516	13383.19923	11818.52842	13187.52835	11988.12129	14567.97602	13840.05854	13295.94591	13991.2745	12082.25193	15350.8782	13524.34395	15406.71416	15120.60785	17625.40156	15677.2103	12295.71907	13282.01356	11722.5	13509.74113	10328.21501	15199.37494	10486.26412	11994.50234	12348.21894	11156.92612	13163.54488	12420.12559	13450.69629	11350.90236	11593.37545	12822.22555	13197.23272	10616.46848	15446.65925	13694.58761	15580.43956	14711.02959	16008.86686	14991.07639
2100	2400	11490.45085	11731.99473	10234.8056	11315.17584	9221.95549	13791.47658	9507.85137	11448.83972	11020.06106	9648.13343	11978.35143	11920.2959	11242.56282	11473.23806	12236.13351	12518.30527	10811.30261	14099.579	12612.80742	13974.03831	12737.62662	15322.02676	13923.96928	12164.30277	11530.75487	10032.03703	11945.85223	9929.8353	13039.6699	9277.05387	11816.38779	11060.48961	9961.12282	12358.228	10830.01074	12048.30957	10254.89536	9910.61439	11606.2616	11336.35266	9521.54991	13004.95332	11552.92522	13303.93988	12851.80908	13487.63509	12879.24547
2400	2700	9103.367	9691.8352	8835.90798	9849.33119	8737.88904	13060.66304	8667.55278	11100.40186	8760.6643	8211.27604	11167.79775	10347.7502	10494.66479	8605.45464	11067.97586	11208.02631	9079.94679	11006.96506	11474.05098	11811.54226	11600.88342	14402.19551	12088.36962	10312.41011	10094.43542	8401.27897	9770.36908	8165.78038	11317.68097	8205.65273	9668.50742	9455.63681	8931.91765	10376.30475	9170.98613	10623.22949	8354.26729	9075.03899	9876.67524	10088.29136	8943.00192	12025.03197	9936.55566	11574.10433	10382.43892	13748.15592	11087.74809
2700	3000	8981.00716	9111.44057	8496.56745	9165.34088	7591.60089	10950.50024	7869.81673	9303.02563	8615.38925	7865.85165	9732.13584	8384.06636	9369.81766	8123.39648	9537.41263	10242.67396	8486.49731	10005.21291	9861.0918	9905.20169	9571.22166	13533.54082	10531.77534	9019.90845	8782.36631	7493.01229	8072.14144	7882.53441	10197.91191	7709.71468	8815.23901	8390.0554	7757.04504	8132.12496	7706.27617	9502.90137	7649.19449	7900.97822	8424.24321	8729.2274	7254.38577	9772.4761	9144.70759	9495.02988	9231.70385	13110.08138	9881.36649
3000	3300	7028.77235	6632.37714	7088.53314	8088.18001	7312.67261	9666.05065	8017.08417	6985.0119	7088.45686	6607.40786	7441.18968	6934.5958	8260.49272	7281.38104	7317.70142	7862.26122	7287.72229	8606.44885	7212.82148	9225.74413	9198.39524	12155.00273	8710.26891	8097.55711	7669.23657	7768.36247	6664.50251	7511.17294	9729.38922	7332.05741	7908.73188	7988.51017	6831.36709	6798.02271	7142.08291	8826.26367	6263.01636	7057.76493	8607.88197	7057.96877	6685.9655	9320.1754	8176.65304	9264.82614	8876.81265	11397.6556	9014.25593
3300	3600	7892.61635	7000.15258	7275.04857	8459.32024	7231.9436	9797.77019	6934.88949	7302.97345	6488.18553	6569.05635	7420.96066	6802.05776	8641.74306	6982.14355	7514.55348	7679.3194	7169.29309	9103.41852	7646.05986	8598.1652	8095.78673	10901.00234	8091.65891	7794.29686	7411.78139	6375.35596	7506.07764	6634.82207	8957.80374	6008.22382	8229.2085	6562.8092	6237.19139	7948.31463	7568.83203	6933.06543	5375.86975	6533.3935	7160.18862	8393.13772	6441.27117	7862.20095	8200.60533	8258.76804	7931.87556	10818.45605	8872.71383
3600	3900	6086.91373	6014.45018	5877.25192	6864.78727	6325.12172	7846.16112	5607.85148	5605.59668	6147.95752	6131.18192	6095.18728	6070.38301	7384.67997	5753.89708	6312.28366	7474.28099	6399.44434	6680.16428	6020.07666	7208.33988	7399.81227	11699.41992	7603.65136	7151.19396	6270.47084	5073.28597	5526.1338	5667.69916	7623.30669	5054.87393	6926.08669	7339.90756	6695.03284	5306.02485	6713.48223	7099.29883	5006.42089	5686.24116	6479.77099	7089.86522	5713.96913	7500.34382	6838.28195	7822.77137	6878.44071	10558.53451	7207.42328
3900	4200	6848.84677	6908.81152	6079.39896	6499.74572	5373.69666	6942.99611	5242.66558	5046.93564	6305.90048	5912.62289	5304.85664	4999.57261	6042.09152	6147.35271	5153.18172	7231.21511	5379.44789	7811.45255	7402.88682	8320.38836	7667.35002	7330.81914	6963.27863	5957.09092	4843.78119	4194.31022	6028.39376	4475.43221	7616.35365	4822.35769	6293.18359	4748.95564	4747.60969	6006.1653	4215.88042	4532.27588	4667.6571	6203.75839	5307.66689	6068.6369	5544.45938	6685.11053	4696.24728	6206.42248	6491.16003	9049.67969	7297.84544
4200	4500	5058.52184	6054.56708	4889.66789	5633.53269	4357.87617	7042.45412	6436.40747	6365.48767	5473.6791	4791.60361	6266.93625	5464.97139	6382.20342	5342.78598	6351.10872	7288.99175	5155.63313	6855.71865	6924.7793	6926.20628	7305.61043	9950.34805	7687.07892	5205.79459	6852.0121	5811.48812	4421.39715	4376.67014	7787.89383	5328.33577	4986.33264	5330.5317	4981.45442	5849.37068	5511.41982	6933.2373	4652.02271	5228.87798	5938.01435	5083.22732	4951.05201	6879.3148	6349.11398	5503.10298	5581.2652	7739.10872	6106.44087
4500	4800	5181.78105	4528.67248	5883.42174	6704.71052	4954.28387	7308.66475	4037.26359	5153.71045	5212.81719	4803.84208	4968.70684	3749.26345	5803.25194	4760.35537	6468.98775	6975.45734	4705.27015	4926.16487	5050.00547	6810.30954	7357.28024	8881.57803	6996.2639	5423.0795	5221.20243	5310.20715	5307.28988	4555.56298	5038.8595	4741.23129	5647.41455	5722.81387	5017.94001	4281.48413	3082.79087	6440.52148	5648.70251	4882.21427	4513.23663	6058.48036	4952.42742	6752.00331	5252.37155	6920.86263	5913.53073	5948.83659	5848.66984
4800	5100	4257.96057	4108.5921	4261.0591	5180.07818	4429.80503	5610.03085	6215.85422	5629.28366	4994.69332	4725.35476	5436.36243	3549.0761	5815.95412	6508.42418	5069.90358	7906.85334	5737.57171	4627.81534	4326.47388	5279.55367	5702.76268	7747.13828	6762.72308	6011.61488	4640.4834	4386.8009	4938.23835	5434.68648	8219.62594	5688.04166	5013.56436	3832.40104	4481.95362	6565.65624	3900.91484	3789.42896	4619.13083	4559.05881	5183.68779	4562.20724	4677.01939	6972.34019	4459.11258	6060.78863	5283.84375	6350.11296	5494.52234
5100	5400	5320.61206	5285.15044	6252.81855	5198.4366	5446.23888	6125.26974	4105.79881	5131.39862	4218.21961	3898.09944	4794.58049	7500.34058	5664.3611	4483.8629	5160.91251	4683.60469	4824.56296	5576.07904	5382.37588	5668.53563	5431.87629	5765.73652	5834.03303	4699.27392	3778.87214	3989.57536	5310.26238	4478.92556	4942.90853	3895.48021	5092.05835	5141.75202	4361.57931	3495.11366	5276.98838	3537.62427	3457.88746	4833.04474	5189.09023	5700.97709	4917.4663	4266.68641	4456.81937	5947.82169	5237.95906	6482.97591	5827.97174
5400	5700	4894.88489	3198.26813	4366.01829	4805.15871	4043.04879	5413.40848	3643.75586	5110.47186	4720.02476	4121.61681	5485.56524	2274.43124	4377.62309	4719.38774	4764.16846	5470.30316	4155.69464	4794.16339	3497.37393	5566.94629	5654.41296	7174.58652	6731.04466	5310.21146	6080.86206	2541.73283	3898.04531	3273.36761	5138.99554	4005.18152	4005.01506	5850.86914	4202.48365	4428.17209	4841.84619	6768.20605	2780.48033	3681.13919	3683.48305	4807.03933	4112.36074	5858.5558	6407.35603	5227.63119	4908.30395	6539.41504	5082.06861
5700	6000	3246.71998	3196.67935	3151.1965	4067.99694	3033.24661	4825.92767	3573.73366	4020.35791	3668.07166	3632.49344	4540.40696	4128.44539	5084.29965	4169.94268	4428.24251	4206.53489	3864.15499	3993.10524	4425.61646	4314.66373	4704.28675	7163.50596	6057.89524	4811.80513	4358.80742	6357.34639	3957.47099	4235.43974	4516.0979	4277.05412	4140.49487	6557.43136	5348.73259	3085.78042	4010.89219	5310.25977	3673.7015	5053.1595	3282.90292	6384.49099	4848.13455	4808.29456	5745.32234	5484.49607	4792.84507	4063.84831	4666.05578
6000	6300	2178.36997	4368.92559	3316.76917	5199.90497	3229.04642	5035.27882	7629.86001	4347.04913	3566.61794	3843.75803	4514.98507	5218.82935	4622.83544	5241.98772	3809.98334	7222.70319	4270.48148	3789.51837	5032.1085	3770.84822	4741.1274	5678.10928	6389.41999	5367.00412	3890.38079	5421.7065	4084.35571	4041.0054	3628.78583	3420.21402	3437.74706	5125.45714	4828.9094	4431.05555	5725.36973	3931.29565	5411.89535	4276.51385	3918.72779	2756.98965	4392.60023	3969.65321	3634.8772	4219.89716	4560.84161	3280.46606	4262.53559
6300	6600	6065.45003	4502.05077	5423.23379	4124.54275	4949.76142	6218.86975	3537.26746	7734.33844	3855.05554	3486.46595	7839.60377	4935.76936	3673.04779	4149.66176	5811.16249	4524.04505	4118.25541	5035.74811	4861.07656	5033.5108	4028.45281	4791.1417	4546.41405	4231.26307	4435.84874	5512.14421	3410.71153	5644.13222	6888.71046	4545.55628	1997.75099	3699.26738	3156.48329	5414.20027	3653.50303	4911.14258	1258.7474	3954.53971	4435.05408	3178.7835	3010.2644	4217.7949	4929.76409	4840.51902	5339.80445	6413.90755	4872.25423
6600	6900	4241.77794	3123.35038	2630.17783	4435.74817	3341.53877	4374.5794	3073.23458	3934.35504	4382.10134	2847.82999	3902.96013	1859.85776	3082.34148	6461.15574	3736.52593	5477.5697	4589.58061	4781.15234	2200.81055	4886.74456	4802.54422	5423.57383	5827.46414	3797.76453	3175.25095	3286.03528	3745.15213	5902.06409	4497.85238	3562.20606	4603.32549	3603.0283	2806.78092	5089.00413	1031.68525	3914.78906	2118.90474	4286.09687	4721.50484	7386.16964	4945.82112	4394.23092	2167.68288	4138.02237	4027.97032	4326.92871	4328.69721
6900	7200	3420.61439	5752.83169	2496.53991	4645.50683	2203.29259	4660.92006	2662.6653	3353.75458	4350.98289	4002.54982	4985.02182	5415.71108	4238.66777	3181.74702	4306.33031	2975.2974	3802.51908	4658.75794	8196.12949	5217.70325	4575.47178	4186.88193	3333.89151	6896.26374	3806.59048	3522.91532	3896.51367	4584.59807	2926.41037	5340.48776	3969.08372	4072.90812	3979.02795	2216.98663	2291.00906	4476.95264	3216.71763	3432.73893	3152.65391	5589.61036	4626.98878	5174.44734	3176.62266	5442.62403	4145.31538	3865.76375	3409.66919
