region	acq	desc	success	K1	k2	k3	k4	inpshift	vB	VT	Vnd	BPp	BPnd	K1-se	k2-se	k3-se	k4-se	VT-se	Vnd-se	BPp-se	BPnd-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	0.19062154748875484	0.18307238048483349	0.04373357673318017	0.05956799184658607	-0.16123116952070565	0.05	1.8056896921248569	1.0412359689863036	0.7644537231385534	0.7341791350934488	0.012739481214571855	0.04119000709604783	0.1445962808635016	0.10165886861698778	0.01375640986063141	0.030784649634838908	0.04459802925730025	0.07008996522696397	40.847434439789055	47.32661876981069	4.768296707696905	0.207317248160735
Amygdala	acq	NA	TRUE	0.2081377664123886	0.22063443022944076	0.13756939647344413	0.15694743723769738	-0.16123116952070565	0.05	1.7702454974446902	0.9433603186771135	0.8268851787675766	0.876531652218665	0.04001342319246039	0.19361497183021917	0.5070188855449109	0.21899994945336987	0.020665278144664807	0.1577658803289807	0.17653953693142918	0.33174523111924364	82.2117469335377	88.69093126355935	22.065178460482667	0.9593555852383768
Caudate	acq	NA	TRUE	0.24094941334969497	0.19058542376720275	0.029267336189302478	0.059152261277099216	-0.16123116952070565	0.05	1.8897892448677958	1.2642593992078381	0.6255298456599577	0.4947796678845365	0.011195788575289065	0.03349295151549529	0.16715135532474754	0.12894544458146243	0.014127726726088414	0.024528667618309123	0.05475527942772256	0.07347030284299531	47.46437679273066	53.94356112275231	6.092515775152755	0.2648919902240328
Frontal	acq	NA	TRUE	0.23294587485877474	0.21428738728876762	0.03271187937355082	0.05696772729913147	-0.16123116952070565	0.05	1.7112884350481024	1.087072262189951	0.6242161728581516	0.574217735627476	0.010611142667978782	0.029901103133270265	0.13381840177225682	0.10604523973571217	0.013520949224660071	0.021429824042833282	0.04418111249376601	0.059521789951301446	39.572256790536755	46.0514411205584	4.548331011290742	0.19775352223003226
Hippocampus	acq	NA	TRUE	0.2075638073796337	0.190000559091416	0.04015989076194266	0.062186328318038026	-0.16123116952070565	0.05	1.7979335539237395	1.092437876878917	0.7054956770448226	0.6457993557129456	0.015674678144976733	0.04947683887231037	0.19295221375128882	0.13823274293897023	0.017325395902428282	0.03672020479251484	0.06088823029456877	0.09098843155490435	55.86380539979053	62.342989729812174	8.315747814486713	0.3615542528037701
Insula	acq	NA	TRUE	0.23191002528304294	0.19557097360866302	0.04157201442146211	0.06747610192184236	-0.16123116952070565	0.05	1.916387405531106	1.1858100463675876	0.7305773591635185	0.616099822565551	0.014292256337534143	0.045515020033302614	0.182468856378328	0.12814238241891238	0.015207892841415757	0.03382988333731134	0.058105558824320905	0.08647527159572352	55.29613200083123	61.775316330852874	8.142734876464239	0.3540319511506191
Occipital	acq	NA	TRUE	0.2568672815065536	0.2508491391999731	0.029495776313374928	0.04593086675242394	-0.16123116952070565	0.05	1.6815752742581722	1.023991082153098	0.6575841921050741	0.642177655221765	0.013230397428994702	0.03261161982136545	0.14331870958002932	0.1294292681362508	0.020157895222808753	0.02228593857997782	0.05252991072154048	0.06399296665203347	54.110013871344556	60.5891982013662	7.792765493002702	0.3388158910001175
PCC	acq	NA	TRUE	0.21575818397025645	0.2366589831725901	0.05592362633239358	0.05841631744656903	-0.16123116952070565	0.05	1.7844651982620015	0.9116838967101825	0.872781301551819	0.9573288556497008	0.015550392494145726	0.04502595823725396	0.1302280041712649	0.09380436004647878	0.016091271883428186	0.03231338469002805	0.04005837786451952	0.06511156825913776	50.51696148405497	56.99614581407661	6.821775587607832	0.2965989385916449
Parietal	acq	NA	TRUE	0.26161114059179824	0.2332069167151281	0.02697409065621985	0.05833845379335647	-0.16123116952070565	0.05	1.6404869798125465	1.1217983766380613	0.5186886031744853	0.4623723959460104	0.009641241199747018	0.025635224367272814	0.14035611734479447	0.11652670904949328	0.013236262249593829	0.018014496384483113	0.04839212826480444	0.06033779290799052	38.85507567845593	45.33426000847758	4.42910747813996	0.19256989035391128
Putamen	acq	NA	TRUE	0.2822040123585524	0.22066318912617075	0.060534425932399355	0.09724205651779026	-0.16123116952070565	0.05	2.075015896981203	1.2788903009880541	0.7961255959931492	0.6225128108158088	0.020411440244307848	0.07108600343810888	0.2672430979063809	0.16487736762082378	0.01730682859696383	0.053849362485164115	0.08753581335602369	0.13683480269914666	76.26792816785299	82.74711249787464	17.705216167024968	0.7697920072619552
Temporal	acq	NA	TRUE	0.21169038210532976	0.19351051912962272	0.027086677570495182	0.042955336757095376	-0.16123116952070565	0.05	1.783766683522349	1.093947673012697	0.689819010509652	0.6305777026883859	0.011462005521595067	0.031501787570024614	0.13808810532658822	0.12104103429013253	0.017822048234644883	0.02251183426053665	0.04736590419112163	0.060245058885472776	43.79013791377947	50.26932224380111	5.317366565675208	0.23118985068153078
Thalamus	acq	NA	TRUE	0.2612305935764691	0.2510184727058707	0.20363755555741445	0.18968614307653117	-0.16123116952070565	0.05	2.1579076904915087	1.0406827464150992	1.11722494407641	1.073549982379337	0.02638370349352948	0.13803136201617158	0.2987588964250569	0.10787516071348352	0.010866300757520172	0.1138786219960455	0.10421148948009744	0.217011821328001	60.6971593783624	67.17634370838405	9.945937282935482	0.43243205577980354
