frame_start	frame_end	Left-AV	Left-CeM	Left-CL	Left-CM	Left-LD	Left-LGN	Left-LP	Left-L-Sg	Left-MDl	Left-MDm	Left-MGN	Left-MV(Re)	Left-Pf	Left-PuA	Left-PuI	Left-PuL	Left-PuM	Left-VA	Left-VAmc	Left-VLa	Left-VLp	Left-VM	Left-VPL	Right-AV	Right-CeM	Right-CL	Right-CM	Right-LD	Right-LGN	Right-LP	Right-L-Sg	Right-MDl	Right-MDm	Right-MGN	Right-MV(Re)	Right-Pf	Right-PuA	Right-PuI	Right-PuL	Right-PuM	Right-VA	Right-VAmc	Right-VLa	Right-VLp	Right-VM	Right-VPL
0	30	105.94785	64.55543	111.15186	22.42287	29.46878	44.9255	39.89081	63.3973	43.48318	121.6828	32.39337	12.67012	64.05661	48.23302	45.3002	18.94606	93.09584	26.33516	19.72123	46.15258	73.50572	208.35218	93.12641	210.22435	80.61647	329.97448	103.59181	91.8377	4.61441	69.17511	5.06413	180.77026	214.21835	6.51458	27.57314	111.08042	62.96901	6.43412	8.67577	14.58913	27.47835	14.17022	52.59202	73.75591	324.72259	80.11394
30	60	4827.59707	4912.54102	5319.67116	5008.376	4612.45909	3603.71132	3292.27164	3408.35594	5502.5077	4993.39752	4216.77608	4643.83569	2986.28244	5123.64922	4024.47787	3928.78085	3607.28589	4215.7635	4948.66935	3732.87265	3701.44769	4434.59922	3990.55483	3509.43449	2906.36779	4687.9278	3121.21913	3807.2849	3851.03484	3365.40723	2794.02778	4299.4121	4439.60263	4820.13673	2679.76868	2927.42277	3612.02351	4111.53909	3130.3526	2982.32401	2996.00414	2493.72914	3261.90621	3630.50166	2422.04533	3461.97612
60	90	11934.40085	12511.83656	13600.03516	13363.87335	11913.21268	11335.90363	11472.53716	11532.84405	15965.9922	14791.51797	10305.83601	12498.18965	10816.21279	15253.44052	10358.49619	11645.08926	11388.81954	10662.95548	11962.29606	12046.87621	12543.33703	9966.03613	11910.11524	11963.83698	14974.80778	14698.17046	14225.27616	14138.32111	11997.86286	13530.89668	13322.31136	16812.5848	15278.737	13363.39791	13158.91104	10640.36007	15121.70165	12445.19507	11910.09275	11419.31393	11417.37846	15090.93197	12557.47539	13865.98777	9473.99219	12443.87248
90	120	24556.58147	24362.03352	26578.38493	27077.25316	22800.26521	19203.01342	22390.26083	18237.71597	32504.46062	29391.42889	21630.77227	19996.67217	21263.87588	29463.7528	18693.9575	25438.6278	19671.40011	19435.71	21729.69141	22325.50828	24089.62032	17510.5668	23410.28847	22730.32854	20278.89274	29012.44282	25875.84343	25721.81571	20494.1869	25939.00545	19397.34874	30209.23787	27758.89724	22718.09117	18376.89404	21200.67518	25657.93172	19481.78953	19312.27202	20405.1891	18209.21463	19818.1161	21863.11263	25418.11768	20297.07292	21028.64789
120	150	33520.73442	33885.56201	35160.28255	34696.66732	34089.23996	28506.09937	35519.17866	27734.12785	41836.56348	38007.78631	31848.50295	28928.5252	26234.98132	38175.42281	28368.39317	32890.24467	27290.98688	28745.26243	31256.15365	30636.54774	33999.65477	25575.17422	31594.33566	29281.83081	32015.17983	37203.95779	36117.06227	32732.37584	28118.25698	36481.77082	27781.71766	44056.69936	39187.67125	31535.13353	27733.25527	30875.7994	41824.56637	28597.91836	32166.66531	30214.6773	23858.51151	31642.11502	30078.71557	34037.62656	24459.04102	31346.28199
150	180	32725.41836	36509.99227	36755.13916	37402.05633	31093.47517	30001.50322	36478.57669	26109.34029	44399.52815	39322.19333	34257.3117	30945.43613	30224.04199	45418.00091	29261.38491	40122.00949	31580.28168	30006.72651	35483.93457	34658.96379	36176.38054	25954.28047	37212.66667	28657.2452	38014.70816	38560.06207	37429.57182	33728.64049	28070.10819	38779.36429	27764.58442	46639.33567	41793.73716	30190.60144	33237.30332	31922.6494	43350.2282	29373.33959	32947.22157	31756.17117	28388.72401	37522.63715	34503.73178	37438.71231	25339.18555	32687.03029
180	240	32072.58005	32997.43648	36493.13721	37742.22749	31705.41044	30051.31433	35800.85492	29863.15565	44498.67153	40092.90179	35576.80595	29160.08965	31048.93085	42128.75605	32031.22605	39237.86644	32658.91888	29930.10767	30990.09505	34957.47978	37253.45201	27797.71367	34085.7648	30731.88891	36186.67927	36811.64594	40907.74436	33166.60756	28495.04792	36114.08006	29129.36784	45477.22408	41511.60879	33431.52669	31426.39551	33510.92106	44244.46484	31563.05981	33954.87851	33612.43741	28417.90615	35690.53993	33377.14811	37073.97011	25922.9349	34016.04988
240	300	29694.65959	34886.97245	35841.32031	41135.25188	29680.50335	29254.54991	34247.6348	28686.02299	43647.13695	38587.27426	33633.88281	30069.09375	33229.45262	43292.93792	29899.67876	33696.0186	29763.2878	29156.08064	33493.22656	33964.3152	35470.08673	25964.84219	35207.1892	29858.60245	34098.90592	36952.86024	38564.75735	32279.66455	27905.54615	36596.99789	29010.82118	41540.50448	38028.62405	33539.07836	31855.55391	32369.83242	43480.91998	29364.56274	32289.71619	31523.77955	27846.93629	35205.79991	32684.42098	35961.0367	24654.64258	33824.66781
300	360	29178.53184	32018.41878	34666.46387	34371.18679	30570.1236	31082.19858	32479.78361	27953.48828	42899.49712	36695.38024	32796.9515	30794.06602	28936.59107	40549.11627	29905.39224	34973.67384	29341.15915	28850.62846	34280.01725	32912.62609	35040.12398	25839.99961	33085.40117	25561.54497	31497.11463	32835.55773	39744.21537	29989.25077	26120.00684	32220.64366	29249.98307	40948.89947	36466.98337	30038.99605	27822.78418	32065.99252	40985.06099	29197.94722	32868.94876	30634.23973	24863.86577	31679.60048	30397.8434	35848.23676	24006.18229	33138.35712
360	480	26852.59033	30435.27414	31300.30404	33847.01922	26919.02734	26491.47873	27801.32576	26883.67563	37910.85598	33442.24296	29349.23785	28577.28848	27258.17065	35833.09652	27359.09371	30807.41251	26882.53508	25866.61552	29710.89551	30108.0789	31721.22759	25314.10703	30294.78579	27630.89319	30924.25556	32907.0906	34751.59044	28361.93687	25255.54863	30462.19147	25757.80729	38595.11702	34302.72754	28532.56756	29036.03262	28832.72428	37258.82141	28229.34918	29927.77505	27637.53883	25711.33808	30414.90191	30110.45427	31849.02316	20481.64844	28998.67726
480	600	28098.88173	29329.25427	29828.45622	31337.21021	26472.60561	25840.55096	26132.82963	21791.48122	33568.40846	30462.01333	26385.50516	25109.39844	26320.1044	32071.96397	26334.62059	26943.54796	24811.05211	25556.9192	28302.3278	27932.68803	29215.78141	23445.05664	28098.85414	26110.65166	29421.63499	29712.74208	30305.86104	26066.15625	23126.52795	28584.84742	25300.55794	34748.8494	30555.61223	27546.39388	25412.62285	26485.98864	33590.81921	25961.12367	27995.97797	25313.60322	24344.20583	27955.324	27646.11827	29724.77423	22081.11784	27385.53
600	900	22116.86148	26315.39917	23221.3348	26348.14661	20706.33664	22283.54044	23131.05128	20874.33684	28019.47997	24879.64477	23720.89857	23945.26104	22738.07009	26947.81808	22439.9112	26301.35534	21400.075	23117.4583	26259.60482	24900.77008	25569.38283	21826.93867	25945.75139	22047.17841	25835.77165	24853.00391	28635.18891	22262.94727	21615.68767	24077.01397	21011.13563	29127.36651	26092.74784	24274.27476	23659.75684	23501.29456	29677.76428	23383.23693	24586.47085	22494.10313	22814.8047	25358.58442	24936.04776	26396.65522	18747.60026	25213.3276
900	1200	20105.54477	23679.80326	20357.03988	24753.62966	18306.7998	20041.68622	19540.11573	17880.10472	23912.22142	21630.45464	20606.01821	21673.78818	21182.30017	22105.85135	20081.56459	21187.17705	18375.27305	21907.76935	24360.51042	23171.73565	23182.24028	19889.5543	21915.62319	20394.0313	23021.09298	21198.36013	22659.21716	20518.0685	19997.73802	21956.96996	17681.49002	23779.29814	21068.9585	20138.73258	21233.05391	19513.4559	23146.20323	19906.83371	21695.38182	17880.38971	21307.25403	23831.88151	22638.79717	23383.50756	18652.46354	22438.99399
1200	1500	17202.21494	20514.3651	16625.24634	19949.61232	15304.9585	18452.39424	16091.65855	15568.28921	19335.36728	17299.59044	17915.06258	19094.16748	17452.60144	18976.25985	17855.161	18386.11405	15788.44655	18974.00619	21239.63965	20393.84773	20395.07294	17208.55195	19745.5935	18699.55334	19374.0965	18758.81396	21320.60819	15398.37849	17980.98731	16880.54076	16623.48492	19769.4276	17607.79656	19195.48307	18042.81182	18172.84306	19799.28517	17989.44596	18755.26282	15849.01108	19066.28424	19968.57899	20338.31627	20100.11281	16941.40495	20335.52264
1500	1800	16889.32802	17370.87042	16227.32397	18531.65165	15035.17515	15948.1913	15765.68091	13352.37816	17153.42131	15334.41994	15378.27887	17117.67812	16308.17257	17700.78636	15135.86233	16570.4364	13629.64206	16878.35868	18112.89876	18195.61541	17630.54791	16116.13711	18307.96704	16704.26488	17146.42359	16412.95904	17819.73024	14844.91099	16257.27137	15152.55242	13379.59766	16256.51661	14655.94037	16015.43053	16529.55586	15261.64931	17013.48057	15548.45548	15768.82554	13453.4276	17942.30605	17944.71484	17975.71956	17295.66912	17874.00326	17797.50719
1800	2100	14035.8269	16082.01007	13437.09481	14986.58504	13221.99393	14953.67127	11714.86912	12943.71259	14961.6439	13044.73274	13552.87397	15836.84033	12410.99891	13790.34793	13824.57283	14156.5624	11718.44507	14751.08501	16787.64681	15760.37671	15314.48257	16391.71523	15157.24052	14029.2082	15734.73948	13288.74457	15754.43389	12009.21683	14150.3587	12441.14479	11606.8406	13720.95781	12481.27459	13502.05399	14944.18652	13248.39202	14119.30706	13090.64803	14778.40227	11621.52832	16161.63734	16217.86773	16623.5603	15566.83584	14091.27474	15690.90063
2100	2400	12169.36303	13845.75421	10962.53031	13449.74159	11320.64237	13239.46219	12277.54974	9879.48858	12549.34488	11193.29596	12726.47377	12597.63926	12674.01599	11886.26553	11625.43072	12682.1452	10182.71149	14520.33274	14895.84473	14138.0366	13913.70445	15119.52285	13906.59994	11868.57158	11956.68269	11642.20256	12595.31488	10721.70581	13009.82237	12150.98992	10633.38336	12714.48126	10979.29885	12973.01581	12719.70967	10904.61204	11625.68952	11589.42547	12004.33529	9730.76342	13279.75232	13050.8928	13862.50455	14156.33278	13207.32389	13625.17582
2400	2700	11378.76159	11481.62708	10142.92798	10960.0746	10169.51032	12843.12416	10298.89417	9780.87387	10396.97324	9411.44692	11604.45235	11464.20439	10499.90897	9807.08989	11154.84095	10222.05324	8745.85034	13017.77608	12006.73926	12742.08106	12292.7278	12106.39531	12354.86734	11296.71777	11813.46422	10926.87419	11162.02129	10081.38166	12562.22986	10282.56741	9235.43077	11087.70212	9161.73143	11506.70437	12007.04463	9557.9734	10098.04192	10491.32277	10375.41886	8584.63484	13380.59364	12540.50857	13085.03377	12618.42365	11405.6416	12086.51224
2700	3000	10007.04088	11102.46845	8128.12032	9837.7256	9273.15451	10263.78233	9607.416	8150.41181	10120.8903	9059.29269	10524.32151	9755.85752	9748.40255	9424.36815	8615.92422	9469.32192	8415.27642	11402.09992	11044.12826	11156.35087	11223.34352	12286.43184	10757.92654	10285.02777	10430.73796	8892.1429	9122.03784	9037.3215	11117.95573	8172.18514	6923.7175	8632.17666	8316.69278	8646.68989	10591.27402	7834.63829	8133.35706	8114.06777	9287.08486	7613.34198	11398.56476	10767.34592	10825.54239	9529.15374	10505.21647	10186.12673
3000	3300	9029.32509	8986.43357	7743.68188	7964.30673	8151.93045	9917.62308	7824.8967	7311.89874	7939.58349	7270.71713	8371.67256	8086.31343	8113.71169	7734.96677	7780.75875	8523.69789	6762.55551	9694.83132	9660.21208	9653.83925	9190.00666	11142.08887	9536.04265	8489.14735	8257.91121	8108.7188	9122.20608	8261.79912	10638.68874	7278.54211	7626.64638	7530.00864	7347.76566	9276.80999	8482.08311	8962.29155	7438.70018	8463.8669	7864.79878	7238.58196	8999.53187	8562.31863	9352.16849	8797.20079	10560.63379	8693.70806
3300	3600	9161.31746	7829.3063	7684.02511	7248.96939	8064.71258	9147.42417	6972.81029	6740.63495	8217.60707	7131.1588	8420.99038	7408.90312	6370.49299	7591.01857	7977.36856	8341.60038	6585.24421	8619.04607	7265.02376	9461.61256	8631.65746	9931.76426	8659.443	7984.72527	7344.2096	8047.94529	8185.12155	7416.569	7818.22318	6650.1233	6964.99707	7049.68002	6726.71345	6681.19369	7496.871	7362.76076	6513.75623	7164.5469	8291.53885	6148.07956	8307.10371	7930.17345	9080.44188	8473.09096	9814.89583	8392.20118
3600	3900	6717.27489	7888.86835	5402.64105	7327.38914	5564.31428	8633.35476	5281.97752	5839.98006	6158.70293	5729.94159	6971.9598	7948.84736	6998.55683	5962.0117	7124.91848	6668.91973	6225.20112	8853.54307	8476.3339	9043.28864	7884.94507	10248.07598	8082.88267	7001.70017	6731.63989	6640.41064	7149.18931	6217.18396	7791.17661	6898.25251	5999.92703	5852.35812	5361.72775	6736.25578	7990.5917	7197.83888	5406.76319	6096.33519	6058.95126	5017.19519	7822.2369	6824.11681	8341.0028	8600.98852	9791.25716	7731.83004
