index	name	volume-mm3
203	parasubiculum	81.0
211	HATA	61.0
212	fimbria	87.0
215	hippocampal_fissure	108.0
226	HP_tail	476.0
233	presubiculum-head	120.0
234	presubiculum-body	119.0
235	subiculum-head	163.0
236	subiculum-body	195.0
237	CA1-head	486.0
238	CA1-body	116.0
239	CA3-head	121.0
240	CA3-body	75.0
241	CA4-head	123.0
242	CA4-body	102.0
243	GC-ML-DG-head	127.0
244	GC-ML-DG-body	112.0
245	molecular_layer_HP-head	273.0
246	molecular_layer_HP-body	183.0
7001	Lateral-nucleus	674.0
7003	Basal-nucleus	442.0
7005	Central-nucleus	49.0
7006	Medial-nucleus	25.0
7007	Cortical-nucleus	19.0
7008	Accessory-Basal-nucleus	267.0
7009	Corticoamygdaloid-transitio	168.0
7010	Anterior-amygdaloid-area-AAA	27.0
7015	Paralaminar-nucleus	37.0
