index	name	volume-mm3
203	parasubiculum	37.0
211	HATA	54.0
212	fimbria	64.0
215	hippocampal_fissure	99.0
226	HP_tail	619.0
233	presubiculum-head	134.0
234	presubiculum-body	159.0
235	subiculum-head	180.0
236	subiculum-body	199.0
237	CA1-head	553.0
238	CA1-body	114.0
239	CA3-head	132.0
240	CA3-body	95.0
241	CA4-head	142.0
242	CA4-body	115.0
243	GC-ML-DG-head	167.0
244	GC-ML-DG-body	125.0
245	molecular_layer_HP-head	312.0
246	molecular_layer_HP-body	209.0
7001	Lateral-nucleus	646.0
7003	Basal-nucleus	446.0
7005	Central-nucleus	45.0
7006	Medial-nucleus	6.0
7007	Cortical-nucleus	18.0
7008	Accessory-Basal-nucleus	254.0
7009	Corticoamygdaloid-transitio	149.0
7010	Anterior-amygdaloid-area-AAA	30.0
7015	Paralaminar-nucleus	31.0
