index	name	volume-mm3
203	parasubiculum	64.0
211	HATA	62.0
212	fimbria	98.0
215	hippocampal_fissure	59.0
226	HP_tail	562.0
233	presubiculum-head	117.0
234	presubiculum-body	191.0
235	subiculum-head	174.0
236	subiculum-body	266.0
237	CA1-head	567.0
238	CA1-body	61.0
239	CA3-head	109.0
240	CA3-body	59.0
241	CA4-head	140.0
242	CA4-body	113.0
243	GC-ML-DG-head	165.0
244	GC-ML-DG-body	141.0
245	molecular_layer_HP-head	321.0
246	molecular_layer_HP-body	205.0
7001	Lateral-nucleus	743.0
7003	Basal-nucleus	489.0
7005	Central-nucleus	40.0
7006	Medial-nucleus	4.0
7007	Cortical-nucleus	13.0
7008	Accessory-Basal-nucleus	257.0
7009	Corticoamygdaloid-transitio	167.0
7010	Anterior-amygdaloid-area-AAA	34.0
7015	Paralaminar-nucleus	35.0
