region	acq	desc	success	VT	VT-se	AIC	BIC	RSS	reduced_chisq
ACC	acq	NA	TRUE	1.9499111064800223	0.01096630763328944	47.45354110786245	48.908261057226454	22.231080724183027	2.2231080724183028
Amygdala	acq	NA	TRUE	1.9168721455960827	0.006902666157179458	40.20348522609811	41.658205175462115	12.149888817077034	1.2149888817077035
Caudate	acq	NA	TRUE	2.0017514202745774	0.011357038973758806	48.60882689905733	50.063546848421325	24.477765094082507	2.447776509408251
Frontal	acq	NA	TRUE	1.9550002195007554	0.009567529227037701	44.2538550381588	45.708574987522795	17.0278601767297	1.7027860176729699
Hippocampus	acq	NA	TRUE	1.976881283139642	0.007748229546829035	38.84763838366038	40.30235833302439	10.851819719612557	1.0851819719612557
Insula	acq	NA	TRUE	1.9357245285268172	0.008871282787187457	43.5565993914294	45.011319340793406	16.066658102214355	1.6066658102214355
Occipital	acq	NA	TRUE	2.1005395100838693	0.01275568416474799	48.65184956099252	50.10656951035652	24.56568081630897	2.456568081630897
PCC	acq	NA	TRUE	1.9350120065377483	0.009781594471451013	44.56991365458355	46.02463360394755	17.482301994292506	1.7482301994292506
Parietal	acq	NA	TRUE	1.9135142957127094	0.01076717123387185	46.15715520974779	47.61187515911179	19.95458984296468	1.995458984296468
Putamen	acq	NA	TRUE	2.351979090833046	0.007345933365779844	39.895310800725206	41.3500307500892	11.841837560407447	1.1841837560407447
Temporal	acq	NA	TRUE	1.9295869991136383	0.009405840859516727	43.74440276680007	45.19912271616407	16.3200837393757	1.6320083739375701
Thalamus	acq	NA	TRUE	2.1985967771337234	0.006900935670482348	38.757257334555675	40.21197728391968	10.770393508057978	1.0770393508057978
